inchikey,smiles,pchembl,chembl_id,selfies
JQNYODUTAJVBKZ-UHFFFAOYSA-N,CC(C)(C)NC(=O)c1ccccc1CCC(O)Cc1ccc2ccccc2c1C(=O)NC(C)(C)C,5.66,CHEMBL314324,[C][C][Branch1][C][C][Branch1][C][C][N][C][=Branch1][C][=O][C][=C][C][=C][C][=C][Ring1][=Branch1][C][C][C][Branch1][C][O][C][C][=C][C][=C][C][=C][C][=C][C][Ring1][=Branch1][=C][Ring1][#Branch2][C][=Branch1][C][=O][N][C][Branch1][C][C][Branch1][C][C][C]
JQPNBFCDXHWRDX-SBOUBECMSA-N,COc1ccc(CN[C@@H](C(=O)N[C@H](C(=O)NCc2nc3ccccc3[nH]2)C(C)C)[C@H](O)[C@H](Cc2ccccc2)NC(=O)[C@@H](NC(=O)[C@@H](O)Cc2ccccc2)C(C)(C)C)cc1,-0.7799999999997418,CHEMBL344977,[C][O][C][=C][C][=C][Branch2][#Branch1][O][C][N][C@@H1][Branch2][Ring2][C][C][=Branch1][C][=O][N][C@H1][Branch2][Ring1][Ring2][C][=Branch1][C][=O][N][C][C][=N][C][=C][C][=C][C][=C][Ring1][=Branch1][NH1][Ring1][=Branch2][C][Branch1][C][C][C][C@H1][Branch1][C][O][C@H1][Branch1][#Branch2][C][C][=C][C][=C][C][=C][Ring1][=Branch1][N][C][=Branch1][C][=O][C@@H1][Branch2][Ring1][Ring1][N][C][=Branch1][C][=O][C@@H1][Branch1][C][O][C][C][=C][C][=C][C][=C][Ring1][=Branch1][C][Branch1][C][C][Branch1][C][C][C][C][=C][Ring2][Branch1][O]
JQRKDAFBGUXEKX-XIUWXTINSA-N,Cc1cccc(C)c1OCC(=O)N[C@@H](Cc1ccccc1)[C@H](OC(=O)CCCC(=O)NCCC(=O)OCC1OC(n2cc(C)c(=O)[nH]c2=O)CC1N=[N+]=[N-])C(=O)N1CSC(C)(C)[C@H]1C(=O)NC(C)(C)C,,CHEMBL413368,[C][C][=C][C][=C][C][Branch1][C][C][=C][Ring1][#Branch1][O][C][C][=Branch1][C][=O][N][C@@H1][Branch1][#Branch2][C][C][=C][C][=C][C][=C][Ring1][=Branch1][C@H1][Branch2][Ring2][P][O][C][=Branch1][C][=O][C][C][C][C][=Branch1][C][=O][N][C][C][C][=Branch1][C][=O][O][C][C][O][C][Branch1][S][N][C][=C][Branch1][C][C][C][=Branch1][C][=O][NH1][C][Ring1][Branch2][=O][C][C][Ring1][=C][N][=N+1][=N-1][C][=Branch1][C][=O][N][C][S][C][Branch1][C][C][Branch1][C][C][C@H1][Ring1][#Branch1][C][=Branch1][C][=O][N][C][Branch1][C][C][Branch1][C][C][C]
JQWQQDDZJGLLET-PMACEKPBSA-N,CC(=O)N[C@@H](Cc1ccccc1)C(O)[C@H](Cc1ccccc1)NC(C)=O,5.0,CHEMBL9735,[C][C][=Branch1][C][=O][N][C@@H1][Branch1][#Branch2][C][C][=C][C][=C][C][=C][Ring1][=Branch1][C][Branch1][C][O][C@H1][Branch1][#Branch2][C][C][=C][C][=C][C][=C][Ring1][=Branch1][N][C][Branch1][C][C][=O]
JRADSVKTKARKBE-PLZZJPMFSA-N,CC(C)(C)OC(=O)N[C@@H](Cc1ccccc1)[C@@H](O)C[C@@H](C/C=C/c1ccc(CCN2CCOCC2)cc1)C(=O)N[C@H]1c2ccccc2C[C@H]1O,9.54,CHEMBL295924,[C][C][Branch1][C][C][Branch1][C][C][O][C][=Branch1][C][=O][N][C@@H1][Branch1][#Branch2][C][C][=C][C][=C][C][=C][Ring1][=Branch1][C@@H1][Branch1][C][O][C][C@@H1][Branch2][Ring1][Branch2][C][/C][=C][/C][=C][C][=C][Branch1][O][C][C][N][C][C][O][C][C][Ring1][=Branch1][C][=C][Ring1][=C][C][=Branch1][C][=O][N][C@H1][C][=C][C][=C][C][=C][Ring1][=Branch1][C][C@H1][Ring1][=Branch2][O]
JRBCRNGAKHIIBU-ZBHPTHKISA-N,O=C(Nc1nc2ccccc2[nH]1)c1cccc(CN2C(=O)N(Cc3cccc(C(=O)Nc4nc5ccccc5[nH]4)c3)[C@H](Cc3ccc(OCc4ccccc4)cc3)[C@H](O)[C@@H](O)[C@H]2Cc2ccc(OCc3ccccc3)cc2)c1,8.43,CHEMBL410740,[O][=C][Branch1][#C][N][C][=N][C][=C][C][=C][C][=C][Ring1][=Branch1][NH1][Ring1][=Branch2][C][=C][C][=C][C][Branch2][Branch2][Ring2][C][N][C][=Branch1][C][=O][N][Branch2][Ring1][S][C][C][=C][C][=C][C][Branch2][Ring1][Ring1][C][=Branch1][C][=O][N][C][=N][C][=C][C][=C][C][=C][Ring1][=Branch1][NH1][Ring1][=Branch2][=C][Ring2][Ring1][C][C@H1][Branch2][Ring1][=Branch1][C][C][=C][C][=C][Branch1][O][O][C][C][=C][C][=C][C][=C][Ring1][=Branch1][C][=C][Ring1][=C][C@H1][Branch1][C][O][C@@H1][Branch1][C][O][C@H1][Ring2][Ring2][N][C][C][=C][C][=C][Branch1][O][O][C][C][=C][C][=C][C][=C][Ring1][=Branch1][C][=C][Ring1][=C][=C][Ring2][=Branch1][C]
JRBPBQXGCQTVHC-DQNAVNAOSA-N,COc1ccc(CN[C@@H](C(=O)N[C@H](C(=O)NCc2nc3ccccc3[nH]2)C(C)C)[C@H](O)[C@@H](N)Cc2ccccc2)cc1,-2.3600000000000048,CHEMBL146889,[C][O][C][=C][C][=C][Branch2][Branch1][=Branch2][C][N][C@@H1][Branch2][Ring2][C][C][=Branch1][C][=O][N][C@H1][Branch2][Ring1][Ring2][C][=Branch1][C][=O][N][C][C][=N][C][=C][C][=C][C][=C][Ring1][=Branch1][NH1][Ring1][=Branch2][C][Branch1][C][C][C][C@H1][Branch1][C][O][C@@H1][Branch1][C][N][C][C][=C][C][=C][C][=C][Ring1][=Branch1][C][=C][Ring2][Ring2][Branch2]
JRGKTJWRQVHKOO-OQWLWMRCSA-N,CCCCC(CO)NC(=O)[C@@H]1N[C@@H]([C@H](NC(=O)Cc2ccccc2)C(=O)NCc2ccccc2)SC1(C)C,6.6,CHEMBL319188,[C][C][C][C][C][Branch1][Ring1][C][O][N][C][=Branch1][C][=O][C@@H1][N][C@@H1][Branch2][Ring1][S][C@H1][Branch1][#C][N][C][=Branch1][C][=O][C][C][=C][C][=C][C][=C][Ring1][=Branch1][C][=Branch1][C][=O][N][C][C][=C][C][=C][C][=C][Ring1][=Branch1][S][C][Ring2][Ring1][#Branch2][Branch1][C][C][C]
JRHBADZWYCWKNA-ZRTHHSRSSA-N,O=C1N(Cc2cccc(I)c2)[C@H](Cc2ccccc2)[C@H](O)[C@@H](O)[C@@H](Cc2ccccc2)N1Cc1cccc(I)c1,9.38,CHEMBL85294,[O][=C][N][Branch1][=N][C][C][=C][C][=C][C][Branch1][C][I][=C][Ring1][#Branch1][C@H1][Branch1][#Branch2][C][C][=C][C][=C][C][=C][Ring1][=Branch1][C@H1][Branch1][C][O][C@@H1][Branch1][C][O][C@@H1][Branch1][#Branch2][C][C][=C][C][=C][C][=C][Ring1][=Branch1][N][Ring2][Ring1][#C][C][C][=C][C][=C][C][Branch1][C][I][=C][Ring1][#Branch1]
JRMALWSMSWLAHG-MRFXAFHJSA-N,CN(C(=O)[C@H](OCc1ccccc1)[C@H](O)[C@@H](O)[C@@H](OCc1ccccc1)C(=O)N(C)C(Cc1ccccc1)C(=O)O)C(Cc1ccccc1)C(=O)O,6.85,CHEMBL357785,[C][N][Branch2][Branch1][S][C][=Branch1][C][=O][C@H1][Branch1][O][O][C][C][=C][C][=C][C][=C][Ring1][=Branch1][C@H1][Branch1][C][O][C@@H1][Branch1][C][O][C@@H1][Branch1][O][O][C][C][=C][C][=C][C][=C][Ring1][=Branch1][C][=Branch1][C][=O][N][Branch1][C][C][C][Branch1][#Branch2][C][C][=C][C][=C][C][=C][Ring1][=Branch1][C][=Branch1][C][=O][O][C][Branch1][#Branch2][C][C][=C][C][=C][C][=C][Ring1][=Branch1][C][=Branch1][C][=O][O]
JRPZJSWOEBIGEW-CAVYSCNFSA-N,CC(C)(C)OC(=O)N[C@@H](Cc1ccccc1)C[C@H](O)[C@H](Cc1ccccc1)NC(=O)c1ccc(O)cc1Cl,8.85,CHEMBL93589,[C][C][Branch1][C][C][Branch1][C][C][O][C][=Branch1][C][=O][N][C@@H1][Branch1][#Branch2][C][C][=C][C][=C][C][=C][Ring1][=Branch1][C][C@H1][Branch1][C][O][C@H1][Branch1][#Branch2][C][C][=C][C][=C][C][=C][Ring1][=Branch1][N][C][=Branch1][C][=O][C][=C][C][=C][Branch1][C][O][C][=C][Ring1][#Branch1][Cl]
JRRARHJPRLAGNT-VWLOTQADSA-N,Cc1ccc(S(=O)(=O)/N=C(\N)NCCC[C@H](NC(=O)OCC2c3ccccc3-c3ccccc32)C(=O)O)cc1,7.85,CHEMBL427133,[C][C][=C][C][=C][Branch2][Branch1][Ring2][S][=Branch1][C][=O][=Branch1][C][=O][/N][=C][Branch1][C][\N][N][C][C][C][C@H1][Branch2][Ring1][O][N][C][=Branch1][C][=O][O][C][C][C][=C][C][=C][C][=C][Ring1][=Branch1][C][=C][C][=C][C][=C][Ring1][=Branch1][Ring1][=N][C][=Branch1][C][=O][O][C][=C][Ring2][Ring2][=Branch1]
JRUVHLFZMXLTIT-PGMHBOJBSA-N,O=C(/C=C(/CN1CCC(O)(c2ccc(Cl)cc2)CC1)SCCO)c1ccccc1,3.853871964321762,CHEMBL158756,[O][=C][Branch2][Ring2][Ring1][/C][=C][Branch2][Ring1][#Branch2][/C][N][C][C][C][Branch1][C][O][Branch1][N][C][=C][C][=C][Branch1][C][Cl][C][=C][Ring1][#Branch1][C][C][Ring1][=C][S][C][C][O][C][=C][C][=C][C][=C][Ring1][=Branch1]
JSCJCOOISNDDDT-JGCGQSQUSA-N,Cc1cc(SC2=C(O)O[C@@](CCc3ccccc3)(C(C)C)CC2=O)c(C(C)(C)C)cc1NS(=O)(=O)c1ccc(C(F)(F)F)cn1,8.19,CHEMBL3350251,[C][C][=C][C][Branch2][Ring2][C][S][C][=C][Branch1][C][O][O][C@@][Branch1][O][C][C][C][=C][C][=C][C][=C][Ring1][=Branch1][Branch1][=Branch1][C][Branch1][C][C][C][C][C][Ring2][Ring1][C][=O][=C][Branch1][=Branch2][C][Branch1][C][C][Branch1][C][C][C][C][=C][Ring2][Ring1][=C][N][S][=Branch1][C][=O][=Branch1][C][=O][C][=C][C][=C][Branch1][=Branch2][C][Branch1][C][F][Branch1][C][F][F][C][=N][Ring1][#Branch2]
JSCJCOOISNDDDT-UHFFFAOYSA-N,Cc1cc(SC2=C(O)OC(CCc3ccccc3)(C(C)C)CC2=O)c(C(C)(C)C)cc1NS(=O)(=O)c1ccc(C(F)(F)F)cn1,8.98,CHEMBL352485,[C][C][=C][C][Branch2][Ring2][C][S][C][=C][Branch1][C][O][O][C][Branch1][O][C][C][C][=C][C][=C][C][=C][Ring1][=Branch1][Branch1][=Branch1][C][Branch1][C][C][C][C][C][Ring2][Ring1][C][=O][=C][Branch1][=Branch2][C][Branch1][C][C][Branch1][C][C][C][C][=C][Ring2][Ring1][=C][N][S][=Branch1][C][=O][=Branch1][C][=O][C][=C][C][=C][Branch1][=Branch2][C][Branch1][C][F][Branch1][C][F][F][C][=N][Ring1][#Branch2]
JSCJCOOISNDDDT-YTTGMZPUSA-N,Cc1cc(SC2=C(O)O[C@](CCc3ccccc3)(C(C)C)CC2=O)c(C(C)(C)C)cc1NS(=O)(=O)c1ccc(C(F)(F)F)cn1,9.51,CHEMBL2110205,[C][C][=C][C][Branch2][Ring2][C][S][C][=C][Branch1][C][O][O][C@][Branch1][O][C][C][C][=C][C][=C][C][=C][Ring1][=Branch1][Branch1][=Branch1][C][Branch1][C][C][C][C][C][Ring2][Ring1][C][=O][=C][Branch1][=Branch2][C][Branch1][C][C][Branch1][C][C][C][C][=C][Ring2][Ring1][=C][N][S][=Branch1][C][=O][=Branch1][C][=O][C][=C][C][=C][Branch1][=Branch2][C][Branch1][C][F][Branch1][C][F][F][C][=N][Ring1][#Branch2]
JSHJDJSZOFESCN-FXDWKFNTSA-N,CCNC(=O)[C@@H](NS(=O)(=O)Cc1ccccc1)[C@@H]1N[C@@H](C(=O)NCCNC(=O)[C@@H]2N[C@@H]([C@H](NS(=O)(=O)Cc3ccccc3)C(=O)NCC)SC2(C)C)C(C)(C)S1,7.24,CHEMBL107015,[C][C][N][C][=Branch1][C][=O][C@@H1][Branch2][Ring1][C][N][S][=Branch1][C][=O][=Branch1][C][=O][C][C][=C][C][=C][C][=C][Ring1][=Branch1][C@@H1][N][C@@H1][Branch2][Branch1][Branch2][C][=Branch1][C][=O][N][C][C][N][C][=Branch1][C][=O][C@@H1][N][C@@H1][Branch2][Ring1][=N][C@H1][Branch2][Ring1][C][N][S][=Branch1][C][=O][=Branch1][C][=O][C][C][=C][C][=C][C][=C][Ring1][=Branch1][C][=Branch1][C][=O][N][C][C][S][C][Ring2][Ring1][=Branch1][Branch1][C][C][C][C][Branch1][C][C][Branch1][C][C][S][Ring2][Ring2][#Branch1]
JSIMTCMZPRKMBZ-UHFFFAOYSA-N,CCCC1(CCC)CC(=O)C(C(c2cccc(NS(=O)(=O)c3cn(C)cn3)c2)C(C)(C)C)=C(O)O1,9.06,CHEMBL117719,[C][C][C][C][Branch1][Ring2][C][C][C][C][C][=Branch1][C][=O][C][Branch2][Ring2][#Branch2][C][Branch2][Ring1][=C][C][=C][C][=C][C][Branch2][Ring1][Ring1][N][S][=Branch1][C][=O][=Branch1][C][=O][C][=C][N][Branch1][C][C][C][=N][Ring1][=Branch1][=C][Ring1][S][C][Branch1][C][C][Branch1][C][C][C][=C][Branch1][C][O][O][Ring2][Ring1][S]
JSJWUPABAZONGV-LGGPEFAKSA-N,C/C(=N/O)c1cccc(CN2C(=O)N(Cc3cccc(/C(C)=N/O)c3)[C@H](Cc3ccccc3)[C@H](O)[C@@H](O)[C@H]2Cc2ccccc2)c1,10.74,CHEMBL431174,[C][/C][=Branch1][Ring1][=N][/O][C][=C][C][=C][C][Branch2][Branch1][=N][C][N][C][=Branch1][C][=O][N][Branch2][Ring1][C][C][C][=C][C][=C][C][Branch1][#Branch1][/C][Branch1][C][C][=N][/O][=C][Ring1][#Branch2][C@H1][Branch1][#Branch2][C][C][=C][C][=C][C][=C][Ring1][=Branch1][C@H1][Branch1][C][O][C@@H1][Branch1][C][O][C@H1][Ring2][Ring1][N][C][C][=C][C][=C][C][=C][Ring1][=Branch1][=C][Ring2][Ring2][#Branch2]
JSOVZYSSXJMBSV-BHSUFKTOSA-N,COC(=O)[C@@H](NC(=O)[C@H](Cc1ccccc1)C[C@H](O[Si](C)(C)C(C)(C)C)[C@H](Cc1ccccc1)NC(=O)OC(C)(C)C)C(C)C,8.96,CHEMBL98228,[C][O][C][=Branch1][C][=O][C@@H1][Branch2][Branch1][S][N][C][=Branch1][C][=O][C@H1][Branch1][#Branch2][C][C][=C][C][=C][C][=C][Ring1][=Branch1][C][C@H1][Branch1][P][O][Si][Branch1][C][C][Branch1][C][C][C][Branch1][C][C][Branch1][C][C][C][C@H1][Branch1][#Branch2][C][C][=C][C][=C][C][=C][Ring1][=Branch1][N][C][=Branch1][C][=O][O][C][Branch1][C][C][Branch1][C][C][C][C][Branch1][C][C][C]
JSRFFIWJQOGVSZ-ZQDOZZGBSA-N,COc1ccc(CN[C@@H](C(=O)N[C@H](C(=O)NCc2nc3ccccc3[nH]2)C(C)C)[C@H](O)[C@H](Cc2ccccc2)NC(=O)[C@@H](NC(=O)CCc2ccc(O)c(I)c2)C(C)(C)C)cc1,-0.6300000000004147,CHEMBL356941,[C][O][C][=C][C][=C][Branch2][#Branch1][=C][C][N][C@@H1][Branch2][Ring2][C][C][=Branch1][C][=O][N][C@H1][Branch2][Ring1][Ring2][C][=Branch1][C][=O][N][C][C][=N][C][=C][C][=C][C][=C][Ring1][=Branch1][NH1][Ring1][=Branch2][C][Branch1][C][C][C][C@H1][Branch1][C][O][C@H1][Branch1][#Branch2][C][C][=C][C][=C][C][=C][Ring1][=Branch1][N][C][=Branch1][C][=O][C@@H1][Branch2][Ring1][=Branch1][N][C][=Branch1][C][=O][C][C][C][=C][C][=C][Branch1][C][O][C][Branch1][C][I][=C][Ring1][Branch2][C][Branch1][C][C][Branch1][C][C][C][C][=C][Ring2][Branch1][N]
JSXXSKIISLBDCU-UHFFFAOYSA-N,[O-][S+](Cc1[nH]c2ccc(Cl)cc2c1Sc1ccccc1)c1ccccc1,6.95,CHEMBL285799,[O-1][S+1][Branch2][Ring1][O][C][C][NH1][C][=C][C][=C][Branch1][C][Cl][C][=C][Ring1][#Branch1][C][=Ring1][#Branch2][S][C][=C][C][=C][C][=C][Ring1][=Branch1][C][=C][C][=C][C][=C][Ring1][=Branch1]
JSYUNEPXLBQPTN-CKOYEXALSA-N,Cc1n[nH]c2ccc(CN3C(=O)N(Cc4cccc(N)c4)[C@H](Cc4ccccc4)[C@H](O)[C@H]3CCc3ccccc3)cc12,9.89,CHEMBL290074,[C][C][=N][NH1][C][=C][C][=C][Branch2][Branch1][Ring2][C][N][C][=Branch1][C][=O][N][Branch1][=N][C][C][=C][C][=C][C][Branch1][C][N][=C][Ring1][#Branch1][C@H1][Branch1][#Branch2][C][C][=C][C][=C][C][=C][Ring1][=Branch1][C@H1][Branch1][C][O][C@H1][Ring2][Ring1][#Branch1][C][C][C][=C][C][=C][C][=C][Ring1][=Branch1][C][=C][Ring2][Ring2][=Branch2][Ring2][Ring2][=Branch1]
JTCZQHYELLIGKN-NYDCQLBNSA-N,CC(C)CN([C@H](CO)CCCCNC(=O)[C@@H](NC(=O)N(C)C)C(c1ccccc1)c1ccccc1)S(=O)(=O)c1ccc(N)cc1,9.36,CHEMBL379162,[C][C][Branch1][C][C][C][N][Branch2][Ring2][#C][C@H1][Branch1][Ring1][C][O][C][C][C][C][N][C][=Branch1][C][=O][C@@H1][Branch1][O][N][C][=Branch1][C][=O][N][Branch1][C][C][C][C][Branch1][=Branch2][C][=C][C][=C][C][=C][Ring1][=Branch1][C][=C][C][=C][C][=C][Ring1][=Branch1][S][=Branch1][C][=O][=Branch1][C][=O][C][=C][C][=C][Branch1][C][N][C][=C][Ring1][#Branch1]
JTEGQNOMFQHVDC-NKWVEPMBSA-N,Nc1ccn([C@@H]2CS[C@H](CO)O2)c(=O)n1,,CHEMBL141,[N][C][C][=C][N][Branch1][N][C@@H1][C][S][C@H1][Branch1][Ring1][C][O][O][Ring1][#Branch1][C][=Branch1][C][=O][N][=Ring1][=C]
JTEJMFKHUDDIBU-IZZNHLLZSA-N,COc1ccc(S(=O)(=O)N(C[C@@H](O)[C@H](Cc2ccccc2)NC(=O)OC(C)(C)C)OC2CCCCC2)cc1,8.55,CHEMBL187387,[C][O][C][=C][C][=C][Branch2][Branch1][Ring2][S][=Branch1][C][=O][=Branch1][C][=O][N][Branch2][Ring1][S][C][C@@H1][Branch1][C][O][C@H1][Branch1][#Branch2][C][C][=C][C][=C][C][=C][Ring1][=Branch1][N][C][=Branch1][C][=O][O][C][Branch1][C][C][Branch1][C][C][C][O][C][C][C][C][C][C][Ring1][=Branch1][C][=C][Ring2][Ring2][Ring2]
JTGOXFUSCPOXKE-LKKGRSTGSA-N,CC[C@H](C)[C@H](NC(=O)C1CCCN1C[C@@H](O)[C@H](Cc1ccccc1)NC(=O)[C@H](CC(N)=O)NC(=O)c1ccc2ccccc2n1)C(=O)N[C@@H](Cc1ccccc1)C(=O)NC,9.1,CHEMBL3349492,[C][C][C@H1][Branch1][C][C][C@H1][Branch2][Branch1][#C][N][C][=Branch1][C][=O][C][C][C][C][N][Ring1][Branch1][C][C@@H1][Branch1][C][O][C@H1][Branch1][#Branch2][C][C][=C][C][=C][C][=C][Ring1][=Branch1][N][C][=Branch1][C][=O][C@H1][Branch1][#Branch1][C][C][Branch1][C][N][=O][N][C][=Branch1][C][=O][C][=C][C][=C][C][=C][C][=C][C][Ring1][=Branch1][=N][Ring1][#Branch2][C][=Branch1][C][=O][N][C@@H1][Branch1][#Branch2][C][C][=C][C][=C][C][=C][Ring1][=Branch1][C][=Branch1][C][=O][N][C]
JTIFBCHFPVQSEH-UNMGZEBXSA-N,COC(=O)N[C@H](C(=O)NN(Cc1ccc(Br)cc1)C[C@@](O)(Cc1ccccc1)C(=O)N[C@H]1c2ccccc2C[C@H]1O)C(C)(C)C,8.62,CHEMBL197500,[C][O][C][=Branch1][C][=O][N][C@H1][Branch2][Branch1][Branch2][C][=Branch1][C][=O][N][N][Branch1][=N][C][C][=C][C][=C][Branch1][C][Br][C][=C][Ring1][#Branch1][C][C@@][Branch1][C][O][Branch1][#Branch2][C][C][=C][C][=C][C][=C][Ring1][=Branch1][C][=Branch1][C][=O][N][C@H1][C][=C][C][=C][C][=C][Ring1][=Branch1][C][C@H1][Ring1][=Branch2][O][C][Branch1][C][C][Branch1][C][C][C]
JTMPCQOLBYGTCI-DJFCSCDMSA-N,CC(=O)N[C@@H](CO)C(=O)N[C@@H](CCC(N)=O)C(=O)N[C@@H](CC(N)=O)C(=O)N[C@@H](Cc1ccccc1)CN1CCC[C@H]1C(=O)N[C@H](C(=O)N[C@H](C(N)=O)C(C)C)C(C)C,4.89,CHEMBL2371769,[C][C][=Branch1][C][=O][N][C@@H1][Branch1][Ring1][C][O][C][=Branch1][C][=O][N][C@@H1][Branch1][Branch2][C][C][C][Branch1][C][N][=O][C][=Branch1][C][=O][N][C@@H1][Branch1][#Branch1][C][C][Branch1][C][N][=O][C][=Branch1][C][=O][N][C@@H1][Branch1][#Branch2][C][C][=C][C][=C][C][=C][Ring1][=Branch1][C][N][C][C][C][C@H1][Ring1][Branch1][C][=Branch1][C][=O][N][C@H1][Branch2][Ring1][Ring1][C][=Branch1][C][=O][N][C@H1][Branch1][=Branch1][C][Branch1][C][N][=O][C][Branch1][C][C][C][C][Branch1][C][C][C]
JTMPCQOLBYGTCI-OUJFNRDVSA-N,CC(=O)N[C@@H](CO)C(=O)N[C@@H](CCC(N)=O)C(=O)N[C@@H](CC(N)=O)C(=O)N[C@@H](Cc1ccccc1)CN1CCC[C@@H]1C(=O)N[C@H](C(=O)N[C@H](C(N)=O)C(C)C)C(C)C,4.89,CHEMBL433483,[C][C][=Branch1][C][=O][N][C@@H1][Branch1][Ring1][C][O][C][=Branch1][C][=O][N][C@@H1][Branch1][Branch2][C][C][C][Branch1][C][N][=O][C][=Branch1][C][=O][N][C@@H1][Branch1][#Branch1][C][C][Branch1][C][N][=O][C][=Branch1][C][=O][N][C@@H1][Branch1][#Branch2][C][C][=C][C][=C][C][=C][Ring1][=Branch1][C][N][C][C][C][C@@H1][Ring1][Branch1][C][=Branch1][C][=O][N][C@H1][Branch2][Ring1][Ring1][C][=Branch1][C][=O][N][C@H1][Branch1][=Branch1][C][Branch1][C][N][=O][C][Branch1][C][C][C][C][Branch1][C][C][C]
JTNPYXDMXOBWOZ-PUYXUYSSSA-N,CC(C)(C)CC(=O)N[C@@H](Cc1ccccc1)[C@@H](O)C[C@]1(Cc2ccccc2)N=CC(C2c3ccccc3[C@H]3NC(=O)OC23)=C1O,7.02,CHEMBL201216,[C][C][Branch1][C][C][Branch1][C][C][C][C][=Branch1][C][=O][N][C@@H1][Branch1][#Branch2][C][C][=C][C][=C][C][=C][Ring1][=Branch1][C@@H1][Branch1][C][O][C][C@][Branch1][#Branch2][C][C][=C][C][=C][C][=C][Ring1][=Branch1][N][=C][C][Branch2][Ring1][=Branch1][C][C][=C][C][=C][C][=C][Ring1][=Branch1][C@H1][N][C][=Branch1][C][=O][O][C][Ring1][=N][Ring1][=Branch1][=C][Ring2][Ring1][=Branch2][O]
JTRAHTOCFOHECC-UHFFFAOYSA-N,O=c1cc(C(CC2CC2)CC2CC2)oc(O)c1C(c1cccc(NS(=O)(=O)c2ccccn2)c1)C1CC1,9.18,CHEMBL130184,[O][=C][C][=C][Branch1][S][C][Branch1][#Branch1][C][C][C][C][Ring1][Ring1][C][C][C][C][Ring1][Ring1][O][C][Branch1][C][O][=C][Ring1][S][C][Branch2][Ring1][O][C][=C][C][=C][C][Branch1][P][N][S][=Branch1][C][=O][=Branch1][C][=O][C][=C][C][=C][C][=N][Ring1][=Branch1][=C][Ring1][S][C][C][C][Ring1][Ring1]
JTWDROYVKFPRKK-ONDWPURDSA-N,COc1ccc2c(c1)C(C)(N(CC(C)C)C[C@@H](O)[C@H](Cc1ccccc1)NC(=O)O[C@H]1CO[C@H]3OCC[C@H]31)C(=O)N2,6.99,CHEMBL206603,[C][O][C][=C][C][=C][C][=Branch1][Ring2][=C][Ring1][=Branch1][C][Branch1][C][C][Branch2][Ring2][=N][N][Branch1][#Branch1][C][C][Branch1][C][C][C][C][C@@H1][Branch1][C][O][C@H1][Branch1][#Branch2][C][C][=C][C][=C][C][=C][Ring1][=Branch1][N][C][=Branch1][C][=O][O][C@H1][C][O][C@H1][O][C][C][C@H1][Ring1][Branch1][Ring1][Branch2][C][=Branch1][C][=O][N][Ring2][Ring2][Ring2]
JTWYVXJXGBJGLL-KPAGWKSRSA-N,CC[C@@H](C)CN(C[C@@H](O)[C@H](Cc1ccccc1)NC(=O)C[C@@H](O)CC)S(=O)(=O)c1ccc(OC)cc1,9.47,CHEMBL477032,[C][C][C@@H1][Branch1][C][C][C][N][Branch2][Ring1][=C][C][C@@H1][Branch1][C][O][C@H1][Branch1][#Branch2][C][C][=C][C][=C][C][=C][Ring1][=Branch1][N][C][=Branch1][C][=O][C][C@@H1][Branch1][C][O][C][C][S][=Branch1][C][=O][=Branch1][C][=O][C][=C][C][=C][Branch1][Ring1][O][C][C][=C][Ring1][Branch2]
JTXCFPRXXXJTRO-VTYCOLDWSA-N,CCCO[C@@H](C(=O)N[C@H](C(=O)NC)C(C)C)[C@H](O)[C@@H](O)[C@@H](OCCC)C(=O)N[C@H](C(=O)NC)C(C)C,5.62,CHEMBL347725,[C][C][C][O][C@@H1][Branch2][Ring1][Ring2][C][=Branch1][C][=O][N][C@H1][Branch1][#Branch1][C][=Branch1][C][=O][N][C][C][Branch1][C][C][C][C@H1][Branch1][C][O][C@@H1][Branch1][C][O][C@@H1][Branch1][Branch1][O][C][C][C][C][=Branch1][C][=O][N][C@H1][Branch1][#Branch1][C][=Branch1][C][=O][N][C][C][Branch1][C][C][C]
JTYPFHFYYWQMCY-ONSKYXJOSA-N,CC(C)[C@H](NC(=O)N(C)Cc1ccccn1)C(=O)N[C@@H](Cc1ccccc1)[C@H](O)[C@@H](O)[C@H](Cc1ccccc1)NC(=O)[C@H](NC(=O)N(C)Cc1cccnc1)C(C)C,9.0,CHEMBL111388,[C][C][Branch1][C][C][C@H1][Branch2][Ring1][Ring1][N][C][=Branch1][C][=O][N][Branch1][C][C][C][C][=C][C][=C][C][=N][Ring1][=Branch1][C][=Branch1][C][=O][N][C@@H1][Branch1][#Branch2][C][C][=C][C][=C][C][=C][Ring1][=Branch1][C@H1][Branch1][C][O][C@@H1][Branch1][C][O][C@H1][Branch1][#Branch2][C][C][=C][C][=C][C][=C][Ring1][=Branch1][N][C][=Branch1][C][=O][C@H1][Branch2][Ring1][Ring1][N][C][=Branch1][C][=O][N][Branch1][C][C][C][C][=C][C][=C][N][=C][Ring1][=Branch1][C][Branch1][C][C][C]
