inchikey,smiles,pchembl,chembl_id,selfies
BGTODZAMNVMTGT-NKMQKLKPSA-N,CC1(C)S[C@H]([C@H](NC(=O)Cc2ccccc2)C(=O)NCc2ccccc2)N[C@H]1C(=O)N[C@H](Cc1ccccc1)[C@H](O)CC(=O)Nc1nc2ccccc2[nH]1,8.42,CHEMBL104576,[C][C][Branch1][C][C][S][C@H1][Branch2][Ring1][S][C@H1][Branch1][#C][N][C][=Branch1][C][=O][C][C][=C][C][=C][C][=C][Ring1][=Branch1][C][=Branch1][C][=O][N][C][C][=C][C][=C][C][=C][Ring1][=Branch1][N][C@H1][Ring2][Ring1][O][C][=Branch1][C][=O][N][C@H1][Branch1][#Branch2][C][C][=C][C][=C][C][=C][Ring1][=Branch1][C@H1][Branch1][C][O][C][C][=Branch1][C][=O][N][C][=N][C][=C][C][=C][C][=C][Ring1][=Branch1][NH1][Ring1][=Branch2]
BHGNIOZAEHGIME-BCVQVNOSSA-N,CC[C@H](C)[C@H](NC(=O)[C@H](Cc1ccccc1)CC(O)CN1C[C@H]2CCCC[C@H]2C[C@H]1C(=O)NC(C)(C)C)C(=O)NCCc1nc2ccccc2[nH]1,6.89,CHEMBL41789,[C][C][C@H1][Branch1][C][C][C@H1][Branch2][Branch1][Ring1][N][C][=Branch1][C][=O][C@H1][Branch1][#Branch2][C][C][=C][C][=C][C][=C][Ring1][=Branch1][C][C][Branch1][C][O][C][N][C][C@H1][C][C][C][C][C@H1][Ring1][=Branch1][C][C@H1][Ring1][#Branch2][C][=Branch1][C][=O][N][C][Branch1][C][C][Branch1][C][C][C][C][=Branch1][C][=O][N][C][C][C][=N][C][=C][C][=C][C][=C][Ring1][=Branch1][NH1][Ring1][=Branch2]
BHIWBIFSAJDGCM-LJAQVGFWSA-N,CC(C)CN([C@H](CO)CCCCNC(=O)CN(Cc1cccc(F)c1)c1ccccc1)S(=O)(=O)c1ccc(N)cc1,8.96,CHEMBL337537,[C][C][Branch1][C][C][C][N][Branch2][Ring2][#Branch1][C@H1][Branch1][Ring1][C][O][C][C][C][C][N][C][=Branch1][C][=O][C][N][Branch1][=N][C][C][=C][C][=C][C][Branch1][C][F][=C][Ring1][#Branch1][C][=C][C][=C][C][=C][Ring1][=Branch1][S][=Branch1][C][=O][=Branch1][C][=O][C][=C][C][=C][Branch1][C][N][C][=C][Ring1][#Branch1]
BHLOBVCFHPPZKS-IDZRBWSNSA-N,O=C1N(c2cccc(O)c2)[C@H](CCc2ccccc2)[C@@H](O)[C@@H](Cc2ccccc2)N1c1cccc(O)c1,9.52,CHEMBL359753,[O][=C][N][Branch1][N][C][=C][C][=C][C][Branch1][C][O][=C][Ring1][#Branch1][C@H1][Branch1][O][C][C][C][=C][C][=C][C][=C][Ring1][=Branch1][C@@H1][Branch1][C][O][C@@H1][Branch1][#Branch2][C][C][=C][C][=C][C][=C][Ring1][=Branch1][N][Ring2][Ring1][=N][C][=C][C][=C][C][Branch1][C][O][=C][Ring1][#Branch1]
BHNHNTWCVPVMOY-LOSJGSFVSA-N,O=C(N[C@@H](Cc1ccccc1)[C@H](O)CN(C1CC1)S(=O)(=O)c1ccc(C(F)(F)F)cc1)OCCN1CCOCC1,6.92,CHEMBL4642712,[O][=C][Branch2][Branch1][Ring2][N][C@@H1][Branch1][#Branch2][C][C][=C][C][=C][C][=C][Ring1][=Branch1][C@H1][Branch1][C][O][C][N][Branch1][=Branch1][C][C][C][Ring1][Ring1][S][=Branch1][C][=O][=Branch1][C][=O][C][=C][C][=C][Branch1][=Branch2][C][Branch1][C][F][Branch1][C][F][F][C][=C][Ring1][#Branch2][O][C][C][N][C][C][O][C][C][Ring1][=Branch1]
BHRDFGRRCRBTNY-UHFFFAOYSA-N,CC(C)c1ccccc1Sc1c(O)cc(-c2cccc([N+](=O)[O-])c2)oc1=O,7.17,CHEMBL275937,[C][C][Branch1][C][C][C][=C][C][=C][C][=C][Ring1][=Branch1][S][C][=C][Branch1][C][O][C][=C][Branch1][S][C][=C][C][=C][C][Branch1][=Branch1][N+1][=Branch1][C][=O][O-1][=C][Ring1][=Branch2][O][C][Ring1][S][=O]
BHYLXIUVVRJDMP-QNRWOPMTSA-N,Cc1ccccc1OCC(=O)N[C@@H](Cc1ccccc1)[C@H](O)CN1CC[C@@H](OCc2ccncc2)C[C@H]1C(=O)NC(C)(C)C,6.92,CHEMBL12449,[C][C][=C][C][=C][C][=C][Ring1][=Branch1][O][C][C][=Branch1][C][=O][N][C@@H1][Branch1][#Branch2][C][C][=C][C][=C][C][=C][Ring1][=Branch1][C@H1][Branch1][C][O][C][N][C][C][C@@H1][Branch1][O][O][C][C][=C][C][=N][C][=C][Ring1][=Branch1][C][C@H1][Ring1][=C][C][=Branch1][C][=O][N][C][Branch1][C][C][Branch1][C][C][C]
BIDJEUJKSWDJKR-GKCWTWCASA-N,Cc1cccc(C)c1OCC(=O)N[C@@H](Cc1ccccc1)[C@@H](O)C[C@H](CCC(C)C)NC(=O)[C@H](C(C)C)N1CCCNC1=O,,CHEMBL104769,[C][C][=C][C][=C][C][Branch1][C][C][=C][Ring1][#Branch1][O][C][C][=Branch1][C][=O][N][C@@H1][Branch1][#Branch2][C][C][=C][C][=C][C][=C][Ring1][=Branch1][C@@H1][Branch1][C][O][C][C@H1][Branch1][Branch2][C][C][C][Branch1][C][C][C][N][C][=Branch1][C][=O][C@H1][Branch1][=Branch1][C][Branch1][C][C][C][N][C][C][C][N][C][Ring1][=Branch1][=O]
BIDXLQGPKGCOIV-MRFXAFHJSA-N,CN(C(=O)[C@H](OCc1ccccc1)[C@H](O)[C@@H](O)[C@@H](OCc1ccccc1)C(=O)N(C)C(Cc1ccc(O)cc1)C(=O)O)C(Cc1ccc(O)cc1)C(=O)O,5.3,CHEMBL356211,[C][N][Branch2][=Branch1][Ring1][C][=Branch1][C][=O][C@H1][Branch1][O][O][C][C][=C][C][=C][C][=C][Ring1][=Branch1][C@H1][Branch1][C][O][C@@H1][Branch1][C][O][C@@H1][Branch1][O][O][C][C][=C][C][=C][C][=C][Ring1][=Branch1][C][=Branch1][C][=O][N][Branch1][C][C][C][Branch1][=N][C][C][=C][C][=C][Branch1][C][O][C][=C][Ring1][#Branch1][C][=Branch1][C][=O][O][C][Branch1][=N][C][C][=C][C][=C][Branch1][C][O][C][=C][Ring1][#Branch1][C][=Branch1][C][=O][O]
BIEJTDFFXMXWIH-VIJSPRBVSA-N,NCCCCCN1C(=O)N(CCCCCN)[C@H](Cc2ccccc2)[C@H](O)[C@@H](O)[C@H]1Cc1ccccc1,5.9,CHEMBL281919,[N][C][C][C][C][C][N][C][=Branch1][C][=O][N][Branch1][#Branch1][C][C][C][C][C][N][C@H1][Branch1][#Branch2][C][C][=C][C][=C][C][=C][Ring1][=Branch1][C@H1][Branch1][C][O][C@@H1][Branch1][C][O][C@H1][Ring2][Ring1][#Branch1][C][C][=C][C][=C][C][=C][Ring1][=Branch1]
BIELWGNQKSVTEJ-LRHLLKFHSA-N,Cc1ccc(Cl)cc1N1CCN(Cc2cn([C@@H](Cc3ccccc3)[C@H](Cc3ccccc3)NC(=O)C3CCCC3)nn2)CC1,,CHEMBL267489,[C][C][=C][C][=C][Branch1][C][Cl][C][=C][Ring1][#Branch1][N][C][C][N][Branch2][Ring2][P][C][C][=C][N][Branch2][Ring2][Branch1][C@@H1][Branch1][#Branch2][C][C][=C][C][=C][C][=C][Ring1][=Branch1][C@H1][Branch1][#Branch2][C][C][=C][C][=C][C][=C][Ring1][=Branch1][N][C][=Branch1][C][=O][C][C][C][C][C][Ring1][Branch1][N][=N][Ring2][Ring1][=N][C][C][Ring2][Ring2][Ring2]
BIHUCLWSIWMAEN-BNORLHEKSA-N,O=C1N(Cc2ccccc2)[C@H](Cc2ccccc2)[C@H](O)[C@H](O)[C@]23CC[C@H]([C@H](OCc4ccccc4)C2)N13,6.12,CHEMBL120800,[O][=C][N][Branch1][#Branch2][C][C][=C][C][=C][C][=C][Ring1][=Branch1][C@H1][Branch1][#Branch2][C][C][=C][C][=C][C][=C][Ring1][=Branch1][C@H1][Branch1][C][O][C@H1][Branch1][C][O][C@][C][C][C@H1][Branch1][P][C@H1][Branch1][O][O][C][C][=C][C][=C][C][=C][Ring1][=Branch1][C][Ring1][=C][N][Ring2][Ring2][Ring2][Ring1][#C]
BIHYGUVPMSZAHD-ULAXQUARSA-N,CN(C)c1ncc(C(=O)N[C@H](C(=O)N[C@@H](Cc2ccccc2)[C@H](O)CN2C[C@H]3CCCC[C@H]3C[C@H]2C(=O)NC(C)(C)C)[C@H]2CCOC2)nc1Cl,10.22,CHEMBL75904,[C][N][Branch1][C][C][C][=N][C][=C][Branch2][=Branch1][C][C][=Branch1][C][=O][N][C@H1][Branch2][Branch1][C][C][=Branch1][C][=O][N][C@@H1][Branch1][#Branch2][C][C][=C][C][=C][C][=C][Ring1][=Branch1][C@H1][Branch1][C][O][C][N][C][C@H1][C][C][C][C][C@H1][Ring1][=Branch1][C][C@H1][Ring1][#Branch2][C][=Branch1][C][=O][N][C][Branch1][C][C][Branch1][C][C][C][C@H1][C][C][O][C][Ring1][Branch1][N][=C][Ring2][Ring2][=C][Cl]
BIJNHCLUEIIWJZ-SPDHNKRQSA-N,CC[C@@H](C)[C@@H]1NC(=O)[C@@H](NC[C@@H](O)[C@H](Cc2ccccc2)NC(=O)OC2CCOC2)Cc2ccc(cc2)OCCCNC1=O,8.4,CHEMBL1790237,[C][C][C@@H1][Branch1][C][C][C@@H1][N][C][=Branch1][C][=O][C@@H1][Branch2][Ring1][S][N][C][C@@H1][Branch1][C][O][C@H1][Branch1][#Branch2][C][C][=C][C][=C][C][=C][Ring1][=Branch1][N][C][=Branch1][C][=O][O][C][C][C][O][C][Ring1][Branch1][C][C][=C][C][=C][Branch1][Branch1][C][=C][Ring1][=Branch1][O][C][C][C][N][C][Ring2][Ring2][#Branch1][=O]
BINCYFHKHSPQAO-QFWGAZQRSA-N,CC[C@H](C)[C@H](NC(=O)[C@H](Cc1ccccc1)C[C@H](O)[C@H](Cc1ccccc1)NC(=O)OC(C)(C)C)C(=O)NCc1nc2ccccc2[nH]1,10.22,CHEMBL3085503,[C][C][C@H1][Branch1][C][C][C@H1][Branch2][Ring2][P][N][C][=Branch1][C][=O][C@H1][Branch1][#Branch2][C][C][=C][C][=C][C][=C][Ring1][=Branch1][C][C@H1][Branch1][C][O][C@H1][Branch1][#Branch2][C][C][=C][C][=C][C][=C][Ring1][=Branch1][N][C][=Branch1][C][=O][O][C][Branch1][C][C][Branch1][C][C][C][C][=Branch1][C][=O][N][C][C][=N][C][=C][C][=C][C][=C][Ring1][=Branch1][NH1][Ring1][=Branch2]
BINOTCGOOKKVGX-IUEFOBSDSA-N,CC(C)(C)OC(=O)N[C@@H](Cc1ccccc1)[C@@H](O)[C@@H](NCc1ccc(CNC(=O)Nc2ccccc2)cc1)C(=O)N[C@H]1c2ccccc2CC1O,-1.520000000000012,CHEMBL356509,[C][C][Branch1][C][C][Branch1][C][C][O][C][=Branch1][C][=O][N][C@@H1][Branch1][#Branch2][C][C][=C][C][=C][C][=C][Ring1][=Branch1][C@@H1][Branch1][C][O][C@@H1][Branch2][Ring1][N][N][C][C][=C][C][=C][Branch1][S][C][N][C][=Branch1][C][=O][N][C][=C][C][=C][C][=C][Ring1][=Branch1][C][=C][Ring1][P][C][=Branch1][C][=O][N][C@H1][C][=C][C][=C][C][=C][Ring1][=Branch1][C][C][Ring1][=Branch2][O]
BINOTCGOOKKVGX-YDTHXOAPSA-N,CC(C)(C)OC(=O)N[C@@H](Cc1ccccc1)[C@@H](O)[C@@H](NCc1ccc(CNC(=O)Nc2ccccc2)cc1)C(=O)NC1c2ccccc2C[C@H]1O,7.48,CHEMBL292961,[C][C][Branch1][C][C][Branch1][C][C][O][C][=Branch1][C][=O][N][C@@H1][Branch1][#Branch2][C][C][=C][C][=C][C][=C][Ring1][=Branch1][C@@H1][Branch1][C][O][C@@H1][Branch2][Ring1][N][N][C][C][=C][C][=C][Branch1][S][C][N][C][=Branch1][C][=O][N][C][=C][C][=C][C][=C][Ring1][=Branch1][C][=C][Ring1][P][C][=Branch1][C][=O][N][C][C][=C][C][=C][C][=C][Ring1][=Branch1][C][C@H1][Ring1][=Branch2][O]
BINXAIIXOUQUKC-HGKBCKHUSA-N,COc1ccc(S(=O)(=O)N(CC(C)C)CC(O)C(Cc2ccccc2)NC(=O)O[C@H]2CO[C@H]3OCC[C@H]32)cc1,10.82,CHEMBL302859,[C][O][C][=C][C][=C][Branch2][Branch1][Ring2][S][=Branch1][C][=O][=Branch1][C][=O][N][Branch1][#Branch1][C][C][Branch1][C][C][C][C][C][Branch1][C][O][C][Branch1][#Branch2][C][C][=C][C][=C][C][=C][Ring1][=Branch1][N][C][=Branch1][C][=O][O][C@H1][C][O][C@H1][O][C][C][C@H1][Ring1][Branch1][Ring1][Branch2][C][=C][Ring2][Ring2][Branch1]
BINXAIIXOUQUKC-UIPNDDLNSA-N,COc1ccc(S(=O)(=O)N(CC(C)C)C[C@@H](O)[C@H](Cc2ccccc2)NC(=O)O[C@H]2CO[C@H]3OCC[C@H]32)cc1,8.96,CHEMBL469086,[C][O][C][=C][C][=C][Branch2][Branch1][Ring2][S][=Branch1][C][=O][=Branch1][C][=O][N][Branch1][#Branch1][C][C][Branch1][C][C][C][C][C@@H1][Branch1][C][O][C@H1][Branch1][#Branch2][C][C][=C][C][=C][C][=C][Ring1][=Branch1][N][C][=Branch1][C][=O][O][C@H1][C][O][C@H1][O][C][C][C@H1][Ring1][Branch1][Ring1][Branch2][C][=C][Ring2][Ring2][Branch1]
BIPBOTWHSNMRCV-ZKKZGDMFSA-N,CNC(=O)[C@@H](NC(=O)[C@H](OCc1ccc(/C=C/C(=O)OC)cc1)[C@H](O)[C@@H](O)[C@@H](OCc1ccc(/C=C/C(=O)OC)cc1)C(=O)N[C@H](C(=O)NC)C(C)C)C(C)C,10.05,CHEMBL127045,[C][N][C][=Branch1][C][=O][C@@H1][Branch2][=Branch1][P][N][C][=Branch1][C][=O][C@H1][Branch2][Ring1][Branch1][O][C][C][=C][C][=C][Branch1][=Branch2][/C][=C][/C][=Branch1][C][=O][O][C][C][=C][Ring1][N][C@H1][Branch1][C][O][C@@H1][Branch1][C][O][C@@H1][Branch2][Ring1][Branch1][O][C][C][=C][C][=C][Branch1][=Branch2][/C][=C][/C][=Branch1][C][=O][O][C][C][=C][Ring1][N][C][=Branch1][C][=O][N][C@H1][Branch1][#Branch1][C][=Branch1][C][=O][N][C][C][Branch1][C][C][C][C][Branch1][C][C][C]
BIPGSFPDFZLUIK-UHFFFAOYSA-N,COc1ccc(COC2CNCCC2c2ccc(Cl)cc2)cc1,,CHEMBL413256,[C][O][C][=C][C][=C][Branch2][Ring1][=Branch1][C][O][C][C][N][C][C][C][Ring1][=Branch1][C][=C][C][=C][Branch1][C][Cl][C][=C][Ring1][#Branch1][C][=C][Ring2][Ring1][Branch1]
BIYKCQUSBHEGDM-BHSUFKTOSA-N,CC(C)[C@H](NC(=O)[C@H](Cc1ccccc1)C[C@H](O)[C@H](Cc1ccccc1)NC(=O)OC(C)(C)C)C(=O)NCc1ccncc1,9.21,CHEMBL77281,[C][C][Branch1][C][C][C@H1][Branch2][Ring2][P][N][C][=Branch1][C][=O][C@H1][Branch1][#Branch2][C][C][=C][C][=C][C][=C][Ring1][=Branch1][C][C@H1][Branch1][C][O][C@H1][Branch1][#Branch2][C][C][=C][C][=C][C][=C][Ring1][=Branch1][N][C][=Branch1][C][=O][O][C][Branch1][C][C][Branch1][C][C][C][C][=Branch1][C][=O][N][C][C][=C][C][=N][C][=C][Ring1][=Branch1]
BJDZVNKANLDNNZ-JRTGPHIMSA-N,CC(C)[C@H](NC(=O)CC1NC(=O)NC1=O)C(=O)N[C@@H](Cc1ccccc1)C[C@H](O)[C@H](Cc1ccccc1)NC(=O)[C@@H](NC(=O)CC1NC(=O)NC1=O)C(C)C,9.0,CHEMBL317907,[C][C][Branch1][C][C][C@H1][Branch2][Ring1][C][N][C][=Branch1][C][=O][C][C][N][C][=Branch1][C][=O][N][C][Ring1][=Branch1][=O][C][=Branch1][C][=O][N][C@@H1][Branch1][#Branch2][C][C][=C][C][=C][C][=C][Ring1][=Branch1][C][C@H1][Branch1][C][O][C@H1][Branch1][#Branch2][C][C][=C][C][=C][C][=C][Ring1][=Branch1][N][C][=Branch1][C][=O][C@@H1][Branch2][Ring1][C][N][C][=Branch1][C][=O][C][C][N][C][=Branch1][C][=O][N][C][Ring1][=Branch1][=O][C][Branch1][C][C][C]
BJERBEHPKAMWQD-UHFFFAOYSA-N,Nc1nc(-c2[nH]c3ccc(Cl)cc3c2S(=O)(=O)c2ccccc2)cs1,7.7,CHEMBL558604,[N][C][=N][C][Branch2][Ring1][S][C][NH1][C][=C][C][=C][Branch1][C][Cl][C][=C][Ring1][#Branch1][C][=Ring1][#Branch2][S][=Branch1][C][=O][=Branch1][C][=O][C][=C][C][=C][C][=C][Ring1][=Branch1][=C][S][Ring2][Ring1][Branch2]
BJFLMEBKJGGSFY-KLXCWJBWSA-N,O=C(C[C@@H](Cc1ccccc1)C(=O)NC1c2ccccc2C[C@H]1O)CN1C(=O)[C@@H](Cc2ccccc2)C[C@@H]1Cc1ccc(OCCO)cc1,9.52,CHEMBL360440,[O][=C][Branch2][Ring1][P][C][C@@H1][Branch1][#Branch2][C][C][=C][C][=C][C][=C][Ring1][=Branch1][C][=Branch1][C][=O][N][C][C][=C][C][=C][C][=C][Ring1][=Branch1][C][C@H1][Ring1][=Branch2][O][C][N][C][=Branch1][C][=O][C@@H1][Branch1][#Branch2][C][C][=C][C][=C][C][=C][Ring1][=Branch1][C][C@@H1][Ring1][=N][C][C][=C][C][=C][Branch1][Branch1][O][C][C][O][C][=C][Ring1][#Branch2]
BJSAKQUILVNYIK-LJAQVGFWSA-N,CC(C)CN([C@H](CO)CCCCNC(=O)CN(Cc1cccc(N)c1)c1ccccc1)S(=O)(=O)c1ccc(N)cc1,8.16,CHEMBL136051,[C][C][Branch1][C][C][C][N][Branch2][Ring2][#Branch1][C@H1][Branch1][Ring1][C][O][C][C][C][C][N][C][=Branch1][C][=O][C][N][Branch1][=N][C][C][=C][C][=C][C][Branch1][C][N][=C][Ring1][#Branch1][C][=C][C][=C][C][=C][Ring1][=Branch1][S][=Branch1][C][=O][=Branch1][C][=O][C][=C][C][=C][Branch1][C][N][C][=C][Ring1][#Branch1]
BJSDYSQDZIOQOY-QQUXCFAXSA-N,CC(C)(C)OC(=O)N[C@@H](Cc1ccccc1)[C@@H](O)C[C@@H](Cc1ccc(S(C)(=O)=O)cc1)C(=O)N[C@H]1c2ccccc2C[C@H]1O,9.77,CHEMBL295471,[C][C][Branch1][C][C][Branch1][C][C][O][C][=Branch1][C][=O][N][C@@H1][Branch1][#Branch2][C][C][=C][C][=C][C][=C][Ring1][=Branch1][C@@H1][Branch1][C][O][C][C@@H1][Branch2][Ring1][Ring2][C][C][=C][C][=C][Branch1][=Branch2][S][Branch1][C][C][=Branch1][C][=O][=O][C][=C][Ring1][#Branch2][C][=Branch1][C][=O][N][C@H1][C][=C][C][=C][C][=C][Ring1][=Branch1][C][C@H1][Ring1][=Branch2][O]
BJWGSMUYUWDHOF-UHFFFAOYSA-N,O=C1CC(c2ccccc2)(c2ccccc2)OC(O)=C1SCc1ccccc1,6.58,CHEMBL125948,[O][=C][C][C][Branch1][=Branch2][C][=C][C][=C][C][=C][Ring1][=Branch1][Branch1][=Branch2][C][=C][C][=C][C][=C][Ring1][=Branch1][O][C][Branch1][C][O][=C][Ring2][Ring1][Ring1][S][C][C][=C][C][=C][C][=C][Ring1][=Branch1]
BKANMADPUXSPMK-QHQGJXSCSA-N,Cc1ccc(C)n1-c1cccc(C[C@@H]2[C@H](O)[C@@H](O)[C@@H](Cc3cccc(-n4c(C)ccc4C)c3)N(Cc3ccccc3)C(=O)N2Cc2ccccc2)c1,6.8,CHEMBL431552,[C][C][=C][C][=C][Branch1][C][C][N][Ring1][=Branch1][C][=C][C][=C][C][Branch2][=Branch1][C][C][C@@H1][C@H1][Branch1][C][O][C@@H1][Branch1][C][O][C@@H1][Branch2][Ring1][#Branch1][C][C][=C][C][=C][C][Branch1][N][N][C][Branch1][C][C][=C][C][=C][Ring1][=Branch1][C][=C][Ring1][=N][N][Branch1][#Branch2][C][C][=C][C][=C][C][=C][Ring1][=Branch1][C][=Branch1][C][=O][N][Ring2][Ring1][#C][C][C][=C][C][=C][C][=C][Ring1][=Branch1][=C][Ring2][Ring2][=N]
BKEXZOJHHKGPBQ-SSWFPHBZSA-N,Cc1ccc(-n2ccc(CN3CCN(C[C@@H](O)C[C@@H](Cc4cccnc4)C(=O)N[C@H]4c5ccccc5OC[C@H]4O)[C@H](C(=O)NCC(F)(F)F)C3)c2)cc1,10.22,CHEMBL340733,[C][C][=C][C][=C][Branch2][=Branch1][#C][N][C][=C][C][Branch2][=Branch1][Ring2][C][N][C][C][N][Branch2][Ring2][#Branch1][C][C@@H1][Branch1][C][O][C][C@@H1][Branch1][#Branch2][C][C][=C][C][=C][N][=C][Ring1][=Branch1][C][=Branch1][C][=O][N][C@H1][C][=C][C][=C][C][=C][Ring1][=Branch1][O][C][C@H1][Ring1][#Branch2][O][C@H1][Branch1][#C][C][=Branch1][C][=O][N][C][C][Branch1][C][F][Branch1][C][F][F][C][Ring2][Ring2][Branch2][=C][Ring2][Ring2][=C][C][=C][Ring2][Branch1][Ring2]
BKIHTAZDAGBGLT-IZZNHLLZSA-N,COc1ccc(S(=O)(=O)N(CC(C)C)C[C@@H](O)[C@H](Cc2ccccc2)NC(=O)CN2CCOCC2)cc1,8.13,CHEMBL4638254,[C][O][C][=C][C][=C][Branch2][Ring2][S][S][=Branch1][C][=O][=Branch1][C][=O][N][Branch1][#Branch1][C][C][Branch1][C][C][C][C][C@@H1][Branch1][C][O][C@H1][Branch1][#Branch2][C][C][=C][C][=C][C][=C][Ring1][=Branch1][N][C][=Branch1][C][=O][C][N][C][C][O][C][C][Ring1][=Branch1][C][=C][Ring2][Ring2][Ring1]
BKJDUSXQYYVNMA-NKBKYVEPSA-N,CC(C)(C)NC(=O)[C@@H]1CN(Cc2cc3sccc3s2)CCN1C[C@@H](O)C[C@@H](Cc1ccncc1)C(=O)N[C@H]1c2ccccc2C[C@H]1O,10.3,CHEMBL96697,[C][C][Branch1][C][C][Branch1][C][C][N][C][=Branch1][C][=O][C@@H1][C][N][Branch1][=C][C][C][=C][C][S][C][=C][C][=Ring1][Branch1][S][Ring1][Branch2][C][C][N][Ring1][#C][C][C@@H1][Branch1][C][O][C][C@@H1][Branch1][#Branch2][C][C][=C][C][=N][C][=C][Ring1][=Branch1][C][=Branch1][C][=O][N][C@H1][C][=C][C][=C][C][=C][Ring1][=Branch1][C][C@H1][Ring1][=Branch2][O]
BKKQECSJRDVDJZ-PASMDFPHSA-N,O=C(Cn1cccn1)c1cccc(CN2C(=O)N(Cc3ccc4[nH]ncc4c3)[C@H](Cc3ccccc3)[C@H](O)[C@@H](O)[C@H]2Cc2ccccc2)c1,10.2,CHEMBL310973,[O][=C][Branch1][=Branch2][C][N][C][=C][C][=N][Ring1][Branch1][C][=C][C][=C][C][Branch2][Branch1][=Branch2][C][N][C][=Branch1][C][=O][N][Branch1][#C][C][C][=C][C][=C][NH1][N][=C][C][Ring1][Branch1][=C][Ring1][=Branch2][C@H1][Branch1][#Branch2][C][C][=C][C][=C][C][=C][Ring1][=Branch1][C@H1][Branch1][C][O][C@@H1][Branch1][C][O][C@H1][Ring2][Ring1][O][C][C][=C][C][=C][C][=C][Ring1][=Branch1][=C][Ring2][Ring2][=Branch2]
BKKRUYRLTPWBIG-UHFFFAOYSA-N,O=S(=O)(c1ccccc1)c1c(-n2ccnc2)[nH]c2ccc(Cl)cc12,5.62,CHEMBL144356,[O][=S][=Branch1][C][=O][Branch1][=Branch2][C][=C][C][=C][C][=C][Ring1][=Branch1][C][=C][Branch1][Branch2][N][C][=C][N][=C][Ring1][Branch1][NH1][C][=C][C][=C][Branch1][C][Cl][C][=C][Ring1][#C][Ring1][#Branch1]
BKLGBEMEBMGTIC-SGKSPPFLSA-N,CC(C)[C@@H](C(=O)N[C@H]1c2ccccc2CC1O)[C@@H](O)[C@H](O)[C@H](CC1CCCCC1)NC(=O)CCOCCOc1ccccc1,6.698970004336019,CHEMBL176613,[C][C][Branch1][C][C][C@@H1][Branch2][Ring1][Ring2][C][=Branch1][C][=O][N][C@H1][C][=C][C][=C][C][=C][Ring1][=Branch1][C][C][Ring1][=Branch2][O][C@@H1][Branch1][C][O][C@H1][Branch1][C][O][C@H1][Branch1][#Branch2][C][C][C][C][C][C][C][Ring1][=Branch1][N][C][=Branch1][C][=O][C][C][O][C][C][O][C][=C][C][=C][C][=C][Ring1][=Branch1]
BKNLXIUKCSFQBX-VXQZLCMQSA-N,CC(C)C(NC(=O)OCc1cnco1)C(=O)N[C@@H](Cc1ccccc1)C[C@H](O)[C@H](Cc1ccccc1)NC(=O)OCc1cccnc1,,CHEMBL157022,[C][C][Branch1][C][C][C][Branch1][#C][N][C][=Branch1][C][=O][O][C][C][=C][N][=C][O][Ring1][Branch1][C][=Branch1][C][=O][N][C@@H1][Branch1][#Branch2][C][C][=C][C][=C][C][=C][Ring1][=Branch1][C][C@H1][Branch1][C][O][C@H1][Branch1][#Branch2][C][C][=C][C][=C][C][=C][Ring1][=Branch1][N][C][=Branch1][C][=O][O][C][C][=C][C][=C][N][=C][Ring1][=Branch1]
BKUFAYMPSGTAGX-MYDTUXCISA-N,CC(C)(C)OC(=O)N[C@@H](Cc1ccccc1)[C@H](O)CNC[C@@H](O)[C@@H](N)Cc1ccccc1,5.0,CHEMBL140755,[C][C][Branch1][C][C][Branch1][C][C][O][C][=Branch1][C][=O][N][C@@H1][Branch1][#Branch2][C][C][=C][C][=C][C][=C][Ring1][=Branch1][C@H1][Branch1][C][O][C][N][C][C@@H1][Branch1][C][O][C@@H1][Branch1][C][N][C][C][=C][C][=C][C][=C][Ring1][=Branch1]
BKVPEHBIRUOJPV-OGAWYMSISA-N,COc1cccc(S(=O)(=O)N(C[C@@H]2CCCO2)C[C@@H](O)[C@H](Cc2ccccc2)NC(=O)[C@@H]2CN(c3ccccc3)C(=O)O2)c1,7.38,CHEMBL247971,[C][O][C][=C][C][=C][C][Branch2][Branch1][=N][S][=Branch1][C][=O][=Branch1][C][=O][N][Branch1][=Branch2][C][C@@H1][C][C][C][O][Ring1][Branch1][C][C@@H1][Branch1][C][O][C@H1][Branch1][#Branch2][C][C][=C][C][=C][C][=C][Ring1][=Branch1][N][C][=Branch1][C][=O][C@@H1][C][N][Branch1][=Branch2][C][=C][C][=C][C][=C][Ring1][=Branch1][C][=Branch1][C][=O][O][Ring1][N][=C][Ring2][Ring2][#Branch2]
BKVPEHBIRUOJPV-SFGWMHHMSA-N,COc1cccc(S(=O)(=O)N(C[C@H]2CCCO2)C[C@@H](O)[C@H](Cc2ccccc2)NC(=O)[C@@H]2CN(c3ccccc3)C(=O)O2)c1,7.38,CHEMBL510313,[C][O][C][=C][C][=C][C][Branch2][Branch1][=N][S][=Branch1][C][=O][=Branch1][C][=O][N][Branch1][=Branch2][C][C@H1][C][C][C][O][Ring1][Branch1][C][C@@H1][Branch1][C][O][C@H1][Branch1][#Branch2][C][C][=C][C][=C][C][=C][Ring1][=Branch1][N][C][=Branch1][C][=O][C@@H1][C][N][Branch1][=Branch2][C][=C][C][=C][C][=C][Ring1][=Branch1][C][=Branch1][C][=O][O][Ring1][N][=C][Ring2][Ring2][#Branch2]
