inchikey,smiles,pchembl,chembl_id
MEWDYCMIJBQYII-UHFFFAOYSA-N,CCCC1(CCc2ccccc2)CC(=O)C(C(CCc2ccccc2)c2ccccc2)=C(O)O1,7.48,CHEMBL143773
MEZUDDJEDAEEOE-UHFFFAOYSA-N,CC(C)C(NC(=O)OCc1ccccc1)C(=O)NC(Cc1ccccc1)C(=O)C(F)(F)C(=O)CCc1ccccc1,7.0,CHEMBL415082
MFNQYKSTTNQZCY-NGTCRZMDSA-N,O=C(NC(Cc1ccccc1)C(O)CN1CCCCCCCCCCCCOC1=O)O[C@H]1CO[C@H]2OCC[C@H]21,7.85,CHEMBL303590
MFPWTYXTECUSIK-LWSSLDFYSA-N,COCCN1C(=O)N(CCOC)[C@H](Cc2ccccc2)[C@H](O)[C@@H](O)[C@H]1Cc1ccccc1,6.1,CHEMBL423500
MFSVHROQWVRSOF-CZILFDGYSA-N,CC(C)(C)OC(=O)N[C@@H](Cc1ccccc1)[C@@H](O)C[C@@H](C/C=C/c1ccccc1)C(=O)N[C@@H]1c2ccccc2C[C@H]1O,9.64,CHEMBL418986
MFSVHROQWVRSOF-DNEWMCERSA-N,CC(C)(C)OC(=O)N[C@@H](Cc1ccccc1)[C@@H](O)C[C@@H](C/C=C/c1ccccc1)C(=O)N[C@H]1c2ccccc2C[C@H]1O,9.64,CHEMBL265514
MFSVHROQWVRSOF-IRSBYXLTSA-N,CC(C)(C)OC(=O)N[C@@H](Cc1ccccc1)[C@@H](O)C[C@@H](C/C=C/c1ccccc1)C(=O)NC1c2ccccc2C[C@@H]1O,9.64,CHEMBL433660
MFWKDTIFGQCMNC-OIDHKYIRSA-N,Cc1ccc(C(=O)N[C@@H](Cc2ccccc2)[C@H](O)Cc2ccccc2C(=O)NC(C)(C)C)cc1C(=O)N1CCc2ccccc2C1,6.17,CHEMBL163616
MGAQNPINLNQRCC-ACJNSYRFSA-N,CC(C)C(NC(=O)OCc1cc(C(C)(C)C)on1)C(=O)N[C@@H](Cc1ccccc1)C[C@H](O)[C@H](Cc1ccccc1)NC(=O)OCc1cccnc1,,CHEMBL348381
MGATYTYGRGOEMV-RHAMUZCRSA-N,CC(C)[C@H](NC(=O)N1CCN(C)CC1)C(=O)N[C@@H](Cc1ccccc1)[C@@H](O)[C@H](Cc1ccccc1)NC(=O)[C@H](NC(=O)OCc1ccccc1)C(C)C,7.55,CHEMBL411507
MGHDILCKBXOROX-DMTSBHICSA-N,COC(CCc1ccc(C[C@H](C[C@H](O)[C@H](Cc2ccccc2)NC(=O)OC(C)(C)C)C(=O)N[C@H]2c3ccccc3C[C@H]2O)cc1)OC,10.1,CHEMBL297294
MGQGMSBZCVCODU-ASDGIDEWSA-N,CC(C)(C)NC(=O)[C@@H]1CN(C(=O)c2cccnc2)CCN1C[C@@H](O)[C@H](Cc1ccccc1)NC(=O)O[C@H]1CCOC1,6.43,CHEMBL308771
MGTJZTGXMAKEGV-LJAQVGFWSA-N,Cc1ccc(S(=O)(=O)N(CC(C)C)[C@H](CO)CCCCNC(=O)CN(Cc2ccccc2[N+](=O)[O-])c2ccccc2)cc1,8.41,CHEMBL342152
MGUCDSPLDUZWFB-XXPPFYJHSA-N,CC(C)(C)NC(=O)[C@@H]1C[C@@H]2CCCC[C@@H]2CN1C[C@@H](O)[C@H](Cc1ccccc1)NC(=O)[C@@H](NC(=O)c1cnc2ccccc2n1)[C@H]1CCOC1,9.92,CHEMBL307918
MHFSJUCWWFMOHE-KLJDGLGGSA-N,Cc1cccc(CNC(=O)[C@@H]2CSCN2C(=O)[C@@H](O)[C@H](Cc2ccccc2)NC(=O)c2cccc(O)c2C)c1,,CHEMBL53915
MHHKZFUWGOGERO-IVBRNKFMSA-N,CC(C)[C@H](NC(=O)OCc1ccccc1)C(=O)N[C@@H](Cc1ccccc1)[C@@H](O)[C@@H](NCc1cccc2ccccc12)C(=O)N[C@H](C(=O)NCc1ccccc1)C(C)C,7.58,CHEMBL102431
MHKKNAIANUGDRX-UHFFFAOYSA-N,O=C1CC(c2ccccc2)(c2ccccc2)OC(O)=C1Sc1ccccc1C1CCCCC1,6.9,CHEMBL338912
MHLMKDJQHGBBGA-YTCPBCGMSA-N,CC(C)(C)NC(=O)c1ccccc1C[C@@H](O)[C@H](Cc1ccccc1)NC(=O)[C@H](CSCc1ccccc1)NS(C)(=O)=O,7.83,CHEMBL430153
MHLNARDQQWONOV-HLXSIYPQSA-N,CC(C)(C)NC(=O)[C@@H]1C[C@@H]2CCC[C@@H]2CN1C[C@@H](O)[C@H](Cc1ccccc1)NC(=O)O[C@H]1CCS(=O)(=O)C1,7.95,CHEMBL279793
MHLQADKLDLZTOZ-HBQRIPMESA-N,OC[C@]12C3N(Cc4ccccc4)C4[C@](CO)(C5N(Cc6ccccc6)C1[C@]3(CO)[C@@H](c1ccccc1)[C@]54CO)[C@@H]2c1ccccc1,5.11,CHEMBL142248
MHLVDKMRDDJFBG-AFEGWXKPSA-N,N#Cc1cccc(CN2C(=O)N(Cc3cccc(C#N)c3)[C@@H](Cc3ccccc3)[C@@H](O)[C@@H]2CCc2ccccc2)c1,5.1,CHEMBL296111
MHLVDKMRDDJFBG-CKOYEXALSA-N,N#Cc1cccc(CN2C(=O)N(Cc3cccc(C#N)c3)[C@H](Cc3ccccc3)[C@H](O)[C@H]2CCc2ccccc2)c1,7.96,CHEMBL38339
MHMMSRRCNUZGQH-KWSYBWAHSA-N,COc1ccc(S(=O)(=O)N(CC(C)C)C[C@@H](O)[C@H](Cc2ccccc2)NC(=O)/C=C/c2cc(OC)c(O)c(OC)c2)cc1,7.88,CHEMBL4867018
MHRYDJWKKUNWJY-NFSPSGFISA-N,O=C(NC1c2ccccc2C[C@H]1O)[C@H](OCc1cc(F)ccc1F)[C@H](O)[C@@H](O)[C@@H](OCc1cc(F)ccc1F)C(=O)N[C@H]1c2ccccc2C[C@H]1O,8.48,CHEMBL431241
MHTORQLPWQIZJN-FXDYGKIASA-N,CC(C)(C)[C@H](NC(=O)OCc1ccccc1)C(=O)NC(Cc1ccccc1)C(=O)C(F)(F)C(=O)NCc1ccccc1,7.57,CHEMBL224483
MIATWHKUBLOIEZ-WUFINQPMSA-N,CC(C)CCN(C[C@@H](O)[C@H](Cc1ccccc1)NC(=O)OCc1ccccc1)S(=O)(=O)c1cccc(Cl)c1,7.21,CHEMBL156424
MICLRYGKDCPPGB-OEMFJLHTSA-N,CC(C)CN(C[C@@H](O)[C@H](Cc1ccccc1)NC(=O)O[C@H]1CCNC1)S(=O)(=O)c1ccc(O)cc1,6.14,CHEMBL5414502
MICLRYGKDCPPGB-YFNKSVMNSA-N,CC(C)CN(C[C@@H](O)[C@H](Cc1ccccc1)NC(=O)O[C@@H]1CCNC1)S(=O)(=O)c1ccc(O)cc1,6.09,CHEMBL5433661
MIMQIINYYNYLCQ-UHFFFAOYSA-N,COc1ccc2c(O)c(S(=O)(=O)c3ccc(C)cc3)c(=O)oc2c1,4.0,CHEMBL310437
MIOQWVDIXPAPHQ-ZPIIMZAXSA-N,CCC(C)[C@H](NC(=O)CCCCCCCCCCCCCCC(=O)N[C@@H](CC(N)=O)C(=O)NC(Cc1ccc(O)cc1)C(=O)O)C(=O)N[C@H](Cc1ccccc1)C(N)=O,,CHEMBL365540
MIPJLTMRKPOKQS-HHHXJYICSA-N,CC(C)C[C@@H]1NC(=O)[C@H](C(C)C)NC(=O)[C@@H]2CCCN2C(=O)[C@H](C(C)C)NC(=O)[C@H](Cc2ccccc2)NC(=O)CSCCNC(=O)[C@H](Cc2ccccc2)N(C)C(=O)[C@H](CC(C)C)NC(=O)[C@H](Cc2cn(C)c3ccccc23)NC1=O,8.11,CHEMBL5201205
MIQHYACSQZHFDG-KKOPBPIGSA-N,CC(=O)N[C@H](C(=O)N[C@@H](CC(N)=O)C(=O)N[C@H](C(=O)N[C@H](C(=O)N[C@@H](C)C(=O)N[C@@H](CC(=O)O)C(=O)O)[C@@H](C)O)[C@@H](C)O)[C@@H](C)O,,CHEMBL569870
MIRYZSRLLJOGGT-TYLVMCJZSA-N,CC(C)[C@H](C)C(=O)NC(=O)[C@H](O)[C@H](O)[C@@H](O)[C@@H](Oc1ccccc1)C(=O)NC1c2ccccc2C[C@@H]1O,10.3,CHEMBL1161736
MISGJQDNTOTORK-BYUHOVPXSA-N,CSc1ccc(S(=O)(=O)N(CC(C)C)C[C@@H](O)[C@H](Cc2ccccc2)NC(=O)/C=C/c2ccc(O)c(O)c2)cc1,7.79,CHEMBL4865893
MJEPQKBDKGYZND-UHFFFAOYSA-N,Cc1cc(SC2=C(O)OC(CCc3ccc(O)cc3)(C3CCCC3)CC2=O)c(C(C)(C)C)cc1NS(=O)(=O)c1ccccc1,8.07,CHEMBL169278
MJFIGWASXPBTMJ-QPMRDEQLSA-N,Cc1cccc(COC(=O)NC(C(=O)N[C@@H](Cc2ccccc2)C[C@H](O)[C@H](Cc2ccccc2)NC(=O)OCc2cccnc2)C(C)C)n1,,CHEMBL345162
MJHIYHMPOJDFSJ-GPXNEJASSA-N,COC(=O)c1c[nH]c([C@H](Cc2ccccc2)C[C@H](O)[C@H](Cc2ccccc2)NC(=O)OC(C)(C)C)n1,5.75,CHEMBL79719
MJIHGBRCJJDHSL-UJNSZXMOSA-N,CC(C)CCN(C[C@@H](O)[C@@H]1Cc2ccc(cc2)OCCCCCC(=O)N[C@@H](C(C)C)C(=O)N1)S(=O)(=O)c1ccc2ccccc2c1,9.0,CHEMBL296937
MJKHDLHLSJUEBD-GTKRZRNESA-N,CC(C)[C@H](NC(=O)OCc1ccccc1)C(=O)N[C@@H](Cc1ccccc1)[C@@H](O)CN(Cc1ccc(F)cc1)NC(=O)[C@@H](NC(=O)OCc1ccccc1)C(C)C,7.66,CHEMBL97512
MJLHALWWIZZOGJ-UHFFFAOYSA-N,O=C(NNc1nc2ccccc2n2cccc12)c1cnccn1,,CHEMBL322698
MJMUTRNWRUSVLY-IHZBLBIESA-N,CC(C)c1nc(CN(C)C(=O)N[C@H](C(=O)N[C@@H](Cc2ccccc2)[C@H](O)CN2CCN(Cc3cncs3)C[C@H]2C(=O)NC(C)(C)C)C(C)C)cs1,,CHEMBL403511
MJOXWVYKMFPFPL-CFAAZYDSSA-N,CC[C@H](C)[C@H](NC(=O)[C@H]1CCCN1C[C@H](O)[C@H](Cc1ccccc1)NC(=O)[C@H](CC(N)=O)NC(=O)[C@H](CC(C)C)NC(=O)[C@H](CO)NC(C)=O)C(=O)N[C@H](C(=O)OC)C(C)C,9.62,CHEMBL300050
MJOXWVYKMFPFPL-CZEFAMRJSA-N,CC[C@H](C)[C@H](NC(=O)[C@@H]1CCCN1C[C@@H](O)[C@H](Cc1ccccc1)NC(=O)[C@H](CC(N)=O)NC(=O)[C@H](CC(C)C)NC(=O)[C@H](CO)NC(C)=O)C(=O)N[C@H](C(=O)OC)C(C)C,9.62,CHEMBL3349485
MJOXWVYKMFPFPL-FPBYMMTFSA-N,CC[C@H](C)[C@H](NC(=O)[C@@H]1CCCN1C[C@H](O)[C@H](Cc1ccccc1)NC(=O)[C@H](CC(N)=O)NC(=O)[C@H](CC(C)C)NC(=O)[C@H](CO)NC(C)=O)C(=O)N[C@H](C(=O)OC)C(C)C,9.62,CHEMBL109500
MJOXWVYKMFPFPL-OGRHDZSBSA-N,CC[C@H](C)[C@H](NC(=O)[C@@H]1CCCN1CC(O)[C@H](Cc1ccccc1)NC(=O)[C@H](CC(N)=O)NC(=O)[C@H](CC(C)C)NC(=O)[C@H](CO)NC(C)=O)C(=O)N[C@H](C(=O)OC)C(C)C,9.22,CHEMBL432614
MJOXWVYKMFPFPL-ZQESPGOHSA-N,CC[C@H](C)[C@H](NC(=O)C1CCCN1C[C@@H](O)[C@H](Cc1ccccc1)NC(=O)[C@H](CC(N)=O)NC(=O)[C@H](CC(C)C)NC(=O)[C@H](CO)NC(C)=O)C(=O)N[C@H](C(=O)OC)C(C)C,9.22,CHEMBL3349486
MJVSIMVXDIEJOG-BMYMHALSSA-N,CC(C)[C@H](NC(=O)OCc1ccccc1)C(=O)N[C@@H](Cc1ccccc1)[C@@H](O)[C@@H](NCc1ccc(Cl)cc1)C(=O)N[C@H](C(=O)NCc1nc2ccccc2[nH]1)C(C)C,8.21,CHEMBL104612
MJYXPDQIKRBDOY-UHFFFAOYSA-N,Cc1cc(SC2=C(O)OC(CCc3ccc(O)cc3)(C(C)C)CC2=O)c(C(C)(C)C)cc1NS(=O)(=O)c1ccccc1,9.28,CHEMBL287361
MJZPMJQELJOBQB-VGJLQNKPSA-N,CNC(=O)[C@@H](NC(=O)[C@H](OCc1ccc(C2=C(O)C(=O)CCC2)cc1)[C@H](O)[C@@H](O)[C@@H](OCc1ccc(C2=C(O)C(=O)CCC2)cc1)C(=O)N[C@H](C(=O)NC)C(C)C)C(C)C,9.52,CHEMBL338428
MJZRNKNFJITYEZ-XZOQPEGZSA-N,COc1ccc(S(=O)(=O)N(CC2CCCC2)C[C@@H](O)CN2C(=O)OC[C@@H]2Cc2ccccc2)cc1,5.82,CHEMBL420158
MKBAUSSLCWHFEC-QHCPKHFHSA-N,Cc1ccc(S(=O)(=O)N(CC(C)C)[C@@H](CCCCNC(=O)Cc2ccccc2)C(=O)O)cc1,6.522878745280337,CHEMBL136610
MKBMHFUTHUGJLK-OPEHJBQYSA-N,COC(=O)CCCOc1ccc2ccc(OCCCC(=O)N[C@H](C(=O)N[C@@H](CC(C)C)C(=O)N[C@H](C(=O)N[C@H](C(=O)OC)C(C)C)C(C)C)C(C)O)cc2c1,5.0,CHEMBL173001
MKFMCZXWZFBAFX-RUZDIDTESA-N,N#Cc1ccc(S(=O)(=O)Nc2cccc([C@H](c3c(O)oc4c(c3=O)CCCCCC4)C3CC3)c2)cc1,9.15,CHEMBL16422
MKFMCZXWZFBAFX-VWLOTQADSA-N,N#Cc1ccc(S(=O)(=O)Nc2cccc([C@@H](c3c(O)oc4c(c3=O)CCCCCC4)C3CC3)c2)cc1,9.22,CHEMBL16431
MKFOFGDASRZSSZ-DZUOILHNSA-N,CC(=O)N[C@H](C(=O)N[C@@H](Cc1ccccc1)[C@@H](O)CN(Cc1ccc(F)cc1)NC(=O)[C@@H](NC(C)=O)C(C)C)C(C)C,7.55,CHEMBL320671
MKHHRMQNGQGAQQ-MUPNWXRXSA-N,CC(C)[C@@H]1[C@H](OC(=O)N[C@@H](Cc2ccccc2)[C@H](O)CN2CCN(C3CCSCC3)C[C@H]2C(=O)NC(C)(C)C)CCS1(=O)=O,6.62,CHEMBL90645
MKLAZCHGZXXXDU-CDNNERCOSA-N,Cc1cccc(C)c1C(=O)N[C@@H](Cc1ccccc1)[C@H](O)C(=O)N1C[C@@H](Cl)C[C@H]1C(=O)NC(C)(C)C,8.44,CHEMBL324388
MKMGKCALCCOODL-XXEBQWMLSA-N,CC(C)(C)NC(=O)[C@@H]1CNCCN1C[C@@H](O)C[C@@H](Cc1ccccc1)C(=O)N[C@H]1c2ccccc2C[C@H]1O,7.42,CHEMBL949
MKMGKCALCCOODL-YYVFICMVSA-N,CC(C)(C)NC(=O)[C@@H]1CNCCN1C[C@@H](O)C[C@@H](Cc1ccccc1)C(=O)NC1c2ccccc2C[C@H]1O,7.42,CHEMBL430701
MKNQDBOOQGZBRF-UHFFFAOYSA-N,CCC(c1cccc(NC(=O)CCNC2C=Cc3ccccc32)c1)c1c(O)oc2ccccc2c1=O,6.96,CHEMBL310551
MKOFHUCSPZPDFD-UZSVIBPSSA-N,CC(C)CN1CCN(C[C@@H](O)[C@H](Cc2ccccc2)NC(=O)O[C@@H]2CCS(=O)(=O)[C@@H]2C(C)C)[C@H](C(=O)NC(C)(C)C)C1,7.57,CHEMBL91995
MKQKVXAVWTZOKY-UHFFFAOYSA-N,Nc1ccc2c(c1)c(=O)oc1ccc(CBr)cc12,4.3,CHEMBL182782
MKYJQXBNZZRGAL-LITSAYRRSA-N,COc1ccc(S(=O)(=O)N(CC(C)C)C[C@@H](O)[C@H](Cc2ccccc2)NC(=O)CCc2ccc(O)c(O)c2)cc1,9.41,CHEMBL4878124
MLBUWZLCHHSQAG-BWGGSIGWSA-N,CC(C)c1nc(CN(C)C(=O)NC(C(=O)N[C@@H](Cc2ccccc2)C[C@H](O)[C@H](Cc2ccccc2)NC(=O)OCc2ccno2)C(C)C)cs1,,CHEMBL347565
MLDFZGZATQCBEL-JCNGBVNSSA-N,CC(C)[C@@H](C(=O)N[C@H]1c2ccccc2CC1O)[C@@H](O)[C@H](O)C(CC1CCCCC1)NC(=O)c1ccccc1OCSc1ccccc1,6.7,CHEMBL366531
MLGIRVRCUGJSDP-DZVVIPAHSA-N,COC(=O)[C@@H](NC(=O)[C@@H](NC(=O)[C@H](CC(C)C)C[C@H](O)[C@H](Cc1ccccc1)NC(=O)[C@H](C)NC(=O)[C@H](C)NC(=O)OCc1ccccc1)C(C)C)C(C)C,9.1,CHEMBL3143752
MLGOHSUFXCCFCP-PMERELPUSA-N,Cc1ccc(S(=O)(=O)N(CC(C)C)[C@H](CO)CCCCNC(=O)CN(Cc2ccc(F)cc2)c2ccccc2)cc1,,CHEMBL334820
MLHXFUOHWXJTJH-FTMHBDIKSA-N,CC(C)[C@H](NC(=O)NCc1ccccn1)C(=O)N[C@@H](Cc1ccccc1)C(O)[C@H](Cc1ccccc1)NC(=O)[C@H](NC(=O)NCc1ccccn1)C(C)C,8.0,CHEMBL114192
MLTNWSFWNACYOG-GLYLVIMSSA-N,CCC(CC)NC(=O)C[C@@H](C(=O)NC[C@@H](O)[C@H](Cc1ccccc1)NC(=O)[C@@H](NC(=O)OCc1ccccc1)[C@H](C)O)C(C)(C)C,8.09,CHEMBL1790510
MMCLAFJWSPFWJN-KLJDGLGGSA-N,Cc1ccccc1CNC(=O)[C@@H]1CSCN1C(=O)[C@@H](O)[C@H](Cc1ccccc1)NC(=O)c1cccc(O)c1C,8.05,CHEMBL432887
MMCXFUSHMZUVDZ-PLXHNDKISA-N,CC(C)[C@H](NC(=O)OCc1ccccc1)C(=O)N[C@@H](Cc1ccccc1)[C@@H](O)[C@@H](NCCc1ccccc1)C(=O)N[C@H](C(=O)NCc1ccccc1)C(C)C,7.47,CHEMBL105245
MMGGUUOPNIBHJV-QGFLVMJMSA-N,CC[C@H](C)[C@H](NC(=O)[C@H](CC1CCCCC1)[C@@H](O)[C@H](O)[C@H](CC1CCCCC1)NC(=O)[C@H](Cc1c[nH]cn1)NC(=O)COc1cccc2ccccc12)C(=O)NCc1ccccn1,7.59,CHEMBL432309
MMGGUUOPNIBHJV-SGUNPGCHSA-N,CC[C@H](C)[C@H](NC(=O)[C@@H](CC1CCCCC1)C(O)C(O)[C@H](CC1CCCCC1)NC(=O)[C@H](Cc1c[nH]cn1)NC(=O)COc1cccc2ccccc12)C(=O)NCc1ccccn1,7.23,CHEMBL3350203
MMHSVKVWHGHLGL-MPYJOUPCSA-N,Cc1c(O)cccc1C(=O)N[C@@H](Cc1ccccc1)[C@@H](O)C[C@H](Cc1ccccc1)NC(=O)OC(C)(C)C,8.8,CHEMBL93718
MMKHYVMEYOSGDI-SYQUUIDJSA-N,CC(C)(C)OC(=O)N[C@@H](Cc1ccccc1)[C@H](O)CNC[C@@H](O)[C@H](Cc1ccc(OCCn2ccnc2)cc1)NC(=O)OC(C)(C)C,7.05,CHEMBL304231
MMLXJDVPKNROEJ-FCNZNHLYSA-N,CCOc1ccc(CN[C@@H](C(=O)N[C@H]2c3ccccc3CC2O)[C@H](O)[C@H](Cc2ccccc2)NC(=O)[C@@H](NC(=O)OCc2ccccc2)C(C)(C)C)cc1,-1.0,CHEMBL343898
MMLXJDVPKNROEJ-XMBNWINWSA-N,CCOc1ccc(CN[C@@H](C(=O)N[C@H]2c3ccccc3C[C@H]2O)[C@H](O)[C@H](Cc2ccccc2)NC(=O)[C@@H](NC(=O)OCc2ccccc2)C(C)(C)C)cc1,8.0,CHEMBL66086
MMQISBUAJBZUGQ-AGISUJMXSA-N,CC(C)C(C(=O)O)N(C)C(=O)[C@H](OCc1ccccc1)[C@@H](O)[C@H](O)[C@@H](OCc1ccccc1)C(=O)N(C)C(C(=O)O)C(C)C,8.52,CHEMBL149528
MMQOPFZYDZWBIH-XPWOFPJCSA-N,CC(C)C[C@@H]1NC(=O)[C@H](C(C)C)NC(=O)[C@]2(C)CCCN2C(=O)[C@H](C(C)C)NC(=O)[C@H](Cc2ccccc2)NC(=O)CSCCNC(=O)[C@H](Cc2ccccc2)NC(=O)[C@H](Cc2ccccc2)N(C)C(=O)[C@H](CC(C)C)NC(=O)[C@H](CCC2CCCCC2)NC1=O,8.63,CHEMBL5189547
MMQQXXROQWAOCS-QFIPXVFZSA-N,Cc1ccc(S(=O)(=O)N(CC(C)C)[C@@H](CCCCNC(=O)N(C(C)C)C(C)C)C(=O)O)cc1,6.52,CHEMBL436079
MMUOMMUDZAEDSY-WRVRXEDSSA-N,Nc1cccc(CN2C(=O)N(Cc3ccc4[nH]ncc4c3)[C@H](Cc3ccccc3)[C@H](O)[C@H]2CCc2ccccc2)c1,10.1,CHEMBL290362
MMXGPKYYNISCHB-XGJUSQGNSA-N,CCC(CC)NC(=O)C[C@@H](C(=O)NC[C@@H](O)[C@H](Cc1ccccc1)NC(=O)[C@@H](NC(=O)c1cnc2ccccc2n1)C(C)C)C(C)(C)C,8.66,CHEMBL66460
MMZHBEMXSVZXIU-RBZQAINGSA-N,CC(C)CN(C[C@@H](O)[C@H](Cc1ccccc1)NC(=O)[C@H]1CNCCO1)S(=O)(=O)c1ccc(N)cc1,7.26,CHEMBL5197451
MMZRAXYZGIRUHN-UHFFFAOYSA-N,Cc1cc(SC2=C(O)OC(CCc3ccccc3)(c3ccc(OCCO)cc3)CC2=O)c(C(C)(C)C)cc1CO,8.85,CHEMBL333906
MNDNWXNRVPYSDS-RMFXYIPJSA-N,CC(C)c1nc(CN(C(=O)NCCC(=O)N[C@@H](Cc2ccccc2)[C@@H](O)C[C@H](Cc2ccccc2)NC(=O)OCc2cncs2)C2CC2)cs1,7.14,CHEMBL158358
MNIMGEUUKJMGNE-GWMMUDDPSA-N,CC(C)(C)OC(=O)N[C@@H](Cc1ccccc1)[C@H](O)CNC[C@@H](O)[C@H](Cc1ccccc1)NC(=O)OC(C)(C)CCO,6.7,CHEMBL356345
MNQGGSFJXYCBCH-ZRTHHSRSSA-N,O=C1N(Cc2ccc3c(c2)NS(=O)(=O)N3)[C@H](Cc2ccccc2)[C@H](O)[C@@H](O)[C@@H](Cc2ccccc2)N1Cc1ccc2c(c1)NS(=O)(=O)N2,9.72,CHEMBL316939
MNSFCTSAZUNJGV-NWJWHWDBSA-N,O=C1N(Cc2ccc3[nH]ccc3c2)[C@H](Cc2ccccc2)[C@H](O)[C@@H](O)[C@@H](Cc2ccccc2)N1Cc1ccc2[nH]ccc2c1,8.89,CHEMBL99013
MNUISNCQHAZUBU-UHFFFAOYSA-N,COP1(=O)C(Cc2ccccc2)N(Cc2ccc(CO)cc2)C(=O)N(Cc2ccc(CO)cc2)C1Cc1ccccc1,,CHEMBL88295
MNWILWJJVXKUDZ-DJESZUOASA-N,Cc1c(O)cc(F)cc1C(=O)N[C@@H](Cc1ccc2ccccc2c1)[C@H](O)C(=O)N1C[C@@H](Cl)C[C@H]1C(=O)NC(C)(C)C,8.92,CHEMBL422786
MNZJOBNEYOGOCV-VICHBNAQSA-N,CC(C)c1nc(CCN(C)C(=O)NC(C(=O)N[C@@H](Cc2ccccc2)C[C@H](O)[C@H](Cc2ccccc2)NC(=O)OCc2cncs2)C(C)C)cs1,,CHEMBL346592
MOBNUDWVPFXVGI-KIHHCIJBSA-N,CC(C)(C)OC(=O)N[C@H](Cc1ccccc1)[C@@H](O)CC(=O)N[C@@H](CCC(=O)O)C(=O)N[C@@H](Cc1ccccc1)C(=O)O,5.15,CHEMBL300698
MOBNUDWVPFXVGI-NEWJYFPISA-N,CC(C)(C)OC(=O)N[C@@H](Cc1ccccc1)[C@H](O)CC(=O)N[C@@H](CCC(=O)O)C(=O)N[C@@H](Cc1ccccc1)C(=O)O,5.4,CHEMBL301948
MOBNUDWVPFXVGI-UARRHKHWSA-N,CC(C)(C)OC(=O)N[C@H](Cc1ccccc1)[C@H](O)CC(=O)N[C@@H](CCC(=O)O)C(=O)N[C@@H](Cc1ccccc1)C(=O)O,5.52,CHEMBL50810
MOBNUDWVPFXVGI-ZJZGAYNASA-N,CC(C)(C)OC(=O)N[C@@H](Cc1ccccc1)[C@@H](O)CC(=O)N[C@@H](CCC(=O)O)C(=O)N[C@@H](Cc1ccccc1)C(=O)O,7.2,CHEMBL299667
MOCWEQREIHGFDD-WYQIBVNASA-N,CC1(C)S[C@H]([C@H](NC(=O)Cc2ccccc2)C(=O)N2CCCCC2)N[C@H]1C(=O)NCCNC(=O)[C@@H]1N[C@@H]([C@H](NC(=O)Cc2ccccc2)C(=O)N2CCCCC2)SC1(C)C,8.16,CHEMBL106748
MOGAQQGCGJDNAL-PEPUJIJLSA-N,CCNC(=O)[C@@H](NC(=O)c1ccccc1Nc1ccccc1)[C@@H]1N[C@@H](C(=O)NCCNC(=O)[C@@H]2N[C@@H]([C@H](NC(=O)c3ccccc3Nc3ccccc3)C(=O)NCC)SC2(C)C)C(C)(C)S1,5.32,CHEMBL419560
MPCIOBADQADHMQ-VHYZNMNTSA-N,CCOC(=O)NC(C(=O)NN(CC1CCCCC1)C[C@@H](O)[C@H](Cc1ccccc1)NC(=O)C(NC(=O)OC)C(C)C)C(C)C,7.537602002101044,CHEMBL107559
MPCPFKGFYBYJGD-UHFFFAOYSA-N,Cc1cc(SC2=C(O)OC(CCc3cscn3)(C(C)C)CC2=O)c(C(C)(C)C)cc1CO,8.89,CHEMBL77498
MPIQLMZTPPBJLS-FIOLCEDRSA-N,CC[C@H](C)[C@@H](NC(=O)[C@H]([C@H](C)O)N(C)C(=O)CCCCCCCCCCCCCCC(=O)N[C@H](Cc1ccccc1)C(=O)N[C@@H](Cc1ccccc1)C(=O)O)C(=O)NC(CO)C(N)=O,6.95,CHEMBL1791327
MPLBXHZCQCEEFQ-NDEPHWFRSA-N,CC(C)CN([C@H](CO)CCCCNC(=O)N(Cc1ccccc1)Cc1ccncc1)S(=O)(=O)c1ccc(N)cc1,7.05,CHEMBL369119
MPLXJGWPBDXNOH-UHFFFAOYSA-N,Cc1cc(SC2=C(O)OC(CCc3ccc(O)cc3)(CC(C)C)CC2=O)c(C(C)(C)C)cc1OS(=O)(=O)Cn1ccnc1,8.44,CHEMBL433616
MPMUDVMRFYJRLP-XDIGFQIYSA-N,CC(C)(C)OC(=O)N[C@@H](Cc1ccccc1)[C@@H](O)CN[C@@H](Cc1ccccc1)C(=O)N[C@@H](CCC(=O)O)C(=O)N[C@@H](Cc1ccccc1)C(N)=O,9.82,CHEMBL386563
MPOLZPRZMBTQLP-XPGKHFPBSA-N,CCOCCN1C(=O)N(CCOCC)[C@H](Cc2ccccc2)[C@H](O)[C@@H](O)[C@H]1Cc1ccccc1,5.96,CHEMBL87690
MPSUCFFGDLOVOA-HXENFPAXSA-N,CC(C)[C@@H]1NC(=O)CCCCCOc2ccc(cc2)C[C@@H]([C@H](O)CN2CC3CCCCC3C[C@H]2C(=O)NC(C)(C)C)NC1=O,8.82,CHEMBL433309
MQCQKGPGGLVDKU-HUAWEXLISA-N,CC(C)[C@H](NC(=O)[C@H](Cc1ccccc1)C[C@H](O)[C@H](Cc1ccccc1)NC(=O)OC(C)(C)C)C(=O)NCc1nc2ccccc2[nH]1,9.7,CHEMBL276447
