inchikey,smiles,pchembl,chembl_id
MQDFPPQSDUGQOU-HZFUHODCSA-N,CC(C)(C)NC(=O)c1ccccc1OC[C@@H](O)[C@H](Cc1ccccc1)NC(=O)[C@H](CC(N)=O)NC(=O)c1cnnc2ccccc12,6.89,CHEMBL174527
MQDFPPQSDUGQOU-KCHLEUMXSA-N,CC(C)(C)NC(=O)c1ccccc1OC[C@H](O)[C@H](Cc1ccccc1)NC(=O)[C@H](CC(N)=O)NC(=O)c1cnnc2ccccc12,6.3,CHEMBL174480
MQGFJXIGONAWLT-VOICXWKBSA-N,CC(C)(C)N(CCO)C(=O)c1ccccc1CCC(O)Cc1ccccc1C(=O)N(CCO)[C@@]12CCCC[C@@H]1CCC2,7.19,CHEMBL607266
MQPPCPQKQLANLW-UHFFFAOYSA-N,Cc1cc(SC2=C(O)OC(CCc3ccoc3)(C(C)C)CC2=O)c(C(C)(C)C)cc1CO,9.47,CHEMBL78261
MQPXOVRKKPPKFZ-QYKDHROSSA-N,CCCC[C@@H](CN[C@@H](CCCC)C(=O)N[C@@H](CCC(N)=O)C(=O)N[C@@H](CCCNC(=N)N)C(N)=O)NC(=O)[C@@H](NC(=O)[C@@H](NC(C)=O)[C@@H](C)O)[C@@H](C)CC,6.11,CHEMBL48996
MQPXOVRKKPPKFZ-UARQTHDVSA-N,CCCC[C@H](CN[C@H](CCCC)C(=O)N[C@@H](CCC(N)=O)C(=O)N[C@@H](CCCN=C(N)N)C(N)=O)NC(=O)[C@@H](NC(=O)[C@@H](NC(C)=O)[C@@H](C)O)[C@@H](C)CC,9.11,CHEMBL73875
MQRMHPRUUKDEKO-KYJUHHDHSA-N,Cc1cccc(C)c1OCC(=O)N(Cc1ccccc1)C[C@@H]1CNC[C@H]1CN(CC(C)C)S(=O)(=O)c1ccccc1,5.66,CHEMBL5287187
MQUOPGHZTDEKIU-FTSDUIBCSA-N,CC(C)[C@H](NN(C)Cc1cncs1)C(=O)N[C@@H](Cc1ccccc1)C[C@H](O)[C@H](Cc1ccccc1)NC(=O)O[C@H]1COC2OCCC21,,CHEMBL323528
MQUOPGHZTDEKIU-YMBFQCQNSA-N,CC(C)[C@@H](NN(C)Cc1cncs1)C(=O)N[C@@H](Cc1ccccc1)C[C@H](O)[C@H](Cc1ccccc1)NC(=O)O[C@H]1COC2OCCC21,,CHEMBL318106
MQXKNWHJXKRIGF-MUDFJEKRSA-N,Cc1ccc(O)c(C)c1OCC(=O)N[C@@H](Cc1ccccc1)C[C@H](O)[C@H](Cc1ccccc1)NC(=O)O[C@H]1COC2OCCC21,,CHEMBL122706
MQXUJTOWJYVUBG-VIJSPRBVSA-N,CCCCCN1C(=O)N(CCCCC)[C@H](Cc2ccccc2)[C@H](O)[C@@H](O)[C@H]1Cc1ccccc1,8.8,CHEMBL420054
MQZZULHKSPXDHA-IZZNHLLZSA-N,CC(C)CN(C[C@@H](O)[C@H](Cc1ccccc1)NC(=O)c1cccc(O)c1)S(=O)(=O)c1ccc2ncsc2c1,10.57,CHEMBL457783
MRCDHZSNHRPKED-UCGYWWLASA-N,CCC(C)[C@@H](NC(=O)[C@H](C(C)O)N(C)C(=O)CCCCCCCCCCCCCCC(=O)NC(Cc1ccc(OP(=O)(O)O)cc1)C(=O)N[C@@H](Cc1ccccc1)C(=O)O)C(=O)NC(CO)C(N)=O,5.68,CHEMBL195816
MRGMYFNMOQANPK-XOVMBACQSA-N,CC[C@H](C)[C@H](NC(=O)[C@H]1CCCN1C[C@H](O)[C@H](Cc1ccccc1)NC(=O)[C@H](CC(N)=O)NC(=O)[C@H](CC(C)C)NC(C)=O)C(=O)OC,5.34,CHEMBL300714
MRGMYFNMOQANPK-YYNHRMGXSA-N,CC[C@H](C)[C@H](NC(=O)[C@@H]1CCCN1C[C@H](O)[C@H](Cc1ccccc1)NC(=O)[C@H](CC(N)=O)NC(=O)[C@H](CC(C)C)NC(C)=O)C(=O)OC,5.34,CHEMBL3143737
MRLZHJSWDCUIEE-DYLXNGORSA-N,CC(C)(C)OC(=O)N[C@@H](Cc1ccccc1)[C@@H](O)C[C@@H](Cc1ccccc1)C(=O)NC1c2ccccc2[C@@H](N)[C@H]1O,8.72,CHEMBL21041
MRPIZEMTZWVAIQ-FKBYEOEOSA-N,Cc1c(N)cccc1C(=O)N[C@@H](Cc1ccccc1)[C@H](O)C(=O)N1CSC[C@H]1C(=O)NC(C)(C)C,,CHEMBL50696
MRVQZDYNHXWYFK-HNPDWQJRSA-N,CC(C)(C)NC(=O)[C@@H]1CN(Cc2cc3ccsc3s2)CCN1C[C@@H](O)C[C@@H](Cc1ccncc1)C(=O)N[C@H]1c2ccccc2C[C@H]1O,10.22,CHEMBL96100
MRYXOBTXQMUTHQ-JBOQNHBVSA-N,COc1ccc(S(=O)(=O)N(CC(C)C)C[C@@H](O)[C@H](Cc2ccccc2)NC(=O)[C@@H]2CN(c3cccc(OC)c3)C(=O)O2)cc1,10.35,CHEMBL384439
MSBYYCSXZCEAQC-VWLOTQADSA-N,CC(C)CN([C@H](CO)CCCCNC(=O)N(Cc1ccc2c(c1)OCO2)Cc1cccs1)S(=O)(=O)c1ccc(N)cc1,8.7,CHEMBL182421
MSEQFSYBAVFJSN-WRPBWQQDSA-N,CC(C)C(NC(=O)N(C)Cc1csc(C(C)(C)C)n1)C(=O)N[C@@H](Cc1ccccc1)C[C@H](O)[C@H](Cc1ccccc1)NC(=O)OCc1cccnc1,,CHEMBL347367
MSHVMXAQTFDPOX-WPYONNAYSA-N,O=C(NC1c2ccccc2C[C@H]1O)[C@H](Cc1ccccc1)C[C@H](O)CN1C(=O)C(Cc2ccncc2)C[C@@H]1Cc1ccccc1,9.51,CHEMBL186704
MSJPUSRCOPZRLL-HAVNOEEISA-N,CC(C)[C@H](Cc1ccccc1)NC(=O)C[C@@H]1O[C@@H]1[C@H](Cc1ccccc1)NC(=O)[C@H](CC(N)=O)NC(=O)c1ccc2ccccc2n1,8.0,CHEMBL79128
MSPKBDSHENZXSJ-UHFFFAOYSA-N,CC(C)C(c1cccc(NS(=O)(=O)c2ccc(Cl)cc2)c1)c1c(O)c2c(oc1=O)CCCCCC2,7.75,CHEMBL16327
MSPPAVSUTLYGPE-AZGAKELHSA-N,COc1cc(O)c(C(=O)N[C@@H](Cc2ccccc2)[C@H](O)CN(CC(C)C)S(=O)(=O)c2ccc(F)cc2)cc1OC,7.94,CHEMBL5197889
MSSITLCKEXWWIT-SYGLVGHYSA-N,[O-][S+]1C[C@](CO)(Cc2ccccc2)C(O)[C@@](CO)(Cc2ccccc2)C1,5.16,CHEMBL3084808
MSUCHQGWSGWMEP-UWLUUTEJSA-N,CC(C)(C)OC(=O)N[C@@H](Cc1ccccc1)[C@@H](O)C[C@H](C(=O)NC1c2ccccc2C[C@@H]1O)C(=O)c1ccccc1,8.27,CHEMBL422112
MSYTWGRTZFXVLE-LIXIDFRTSA-N,C[C@@H](NC(=O)OC(C)(C)C)C(=O)Nc1cccc(C(c2c(O)c3c(oc2=O)CCCCCC3)C2CC2)c1,7.5,CHEMBL343963
MSYTWGRTZFXVLE-NVHKAFQKSA-N,C[C@H](NC(=O)OC(C)(C)C)C(=O)Nc1cccc(C(c2c(O)c3c(oc2=O)CCCCCC3)C2CC2)c1,8.16,CHEMBL138637
MTBIKTXGJMGCBP-XTXCQKKVSA-N,CC(C)[C@@H]1[C@H](OC(=O)N[C@@H](Cc2ccccc2)[C@H](O)CN2C[C@H]3CCC[C@H]3C[C@H]2C(=O)NC(C)(C)C)CCS1(=O)=O,8.52,CHEMBL17788
MTEFFPTUUPAKOV-UHFFFAOYSA-N,CS(=O)(=O)Nc1ccc2[nH]c(C(=O)N3CCN(c4ncccc4N)CC3)cc2c1,,CHEMBL1277
MTHTXHFXNFEWTQ-GSKWJBIWSA-N,CC[C@@H](C)[C@H](NC(=O)[C@H](C(C)C)[C@@H](O)[C@H](O)[C@H](CC1CCCCC1)NC(=O)[C@@H](NC(=O)CCCC[C@H]1SC[C@H]2NC(=O)NC21)C(C)C)C(=O)NCc1ccccn1,8.397940008672037,CHEMBL1790795
MTLCJOMQTQWTGO-FLCVWVHPSA-N,CC(C)(C)OC(=O)NC(CC(N)=O)C(=O)N[C@@H](Cc1ccccc1)C(O)CN[C@@H](Cc1ccccc1)C(=O)NC1c2ccccc2C[C@H]1O,6.53,CHEMBL309507
MUEGWYUBGOOONU-LAXGWMOXSA-N,CC[C@H](C)[C@H](NC(=O)[C@H]1CCCN1C[C@@H](O)[C@@H](Cc1ccccc1)NC(=O)[C@H](CC(N)=O)NC(=O)[C@H](CC(C)C)NC(=O)[C@@H](N)CO)C(=O)N[C@H](C(=O)OC)C(C)C,9.62,CHEMBL2369944
MUFHTXZKTCEFJW-UHFFFAOYSA-N,CCCCCCCCCCCCCCCC(=O)Nc1ccc(S(=O)(=O)O)c2cccc(S(=O)(=O)O)c12,5.8,CHEMBL82443
MUJHJHXRKHEVEN-POURPWNDSA-N,COc1cc(CN2C(=O)N(Cc3ccc(O)c(OC)c3)N(C(=O)CCc3ccco3)C[C@@H](O)[C@H]2Cc2ccccc2)ccc1O,,CHEMBL372805
MULBTXXZMYALLA-KDWQSWLXSA-N,CCc1nc(COC(=O)NC(C(=O)N[C@@H](Cc2ccccc2)C[C@H](O)[C@H](Cc2ccccc2)NC(=O)OCc2cccnc2)C(C)C)cs1,,CHEMBL156363
MULIVNLWGBITIW-APXYATBDSA-N,CC[C@H](C)[C@H](NC(=O)[C@H](Cc1ccccc1)CC(O)CN1C[C@H]2CCCC[C@H]2C[C@H]1C(=O)NC(C)(C)C)C(=O)OC,6.06,CHEMBL290872
MULOCDSGDPPMFV-UHFFFAOYSA-N,O=C1CC(c2ccccc2)(c2ccncc2)OC(O)=C1SCCc1ccccc1,6.1,CHEMBL421475
MULWYLFLHDMZRF-OVUDBSIZSA-N,CC[C@H](C)[C@H](NC(=O)[C@H](C(C)C)[C@@H](O)[C@H](O)[C@H](CC1CCCCC1)NC(=O)[C@H](Cc1c[nH]cn1)NC(=O)COc1ccccc1)C(=O)NCc1ccccn1,8.7,CHEMBL3350192
MULWYLFLHDMZRF-RJENMRGPSA-N,CC[C@H](C)[C@H](NC(=O)[C@@H](C(C)C)C(O)C(O)[C@H](CC1CCCCC1)NC(=O)[C@H](Cc1c[nH]cn1)NC(=O)COc1ccccc1)C(=O)NCc1ccccn1,8.35,CHEMBL3350207
MUMWUWSAYZJECD-OCFVUHCMSA-N,COc1ccc(C[C@H](NC(=O)OC(C)(C)C)[C@@H](O)[C@@H](NCc2ccc(Cl)cc2)C(=O)N[C@H](C(=O)NCc2nc3ccccc3[nH]2)C(C)C)cc1,-0.9500000000001236,CHEMBL145701
MUQGEOQOYLOCJI-UHFFFAOYSA-N,CC(C)(C)N(CC(O)C1Cc2ccc(cc2)OCCCC(=O)NC(CC(N)=O)C(=O)N1)C(=O)C1CCCCN1,7.92,CHEMBL443519
MUQHQEASZCQEGG-UHFFFAOYSA-N,CCCCCC1(CCc2ccc(O)cc2)CC(=O)C(Sc2cc(C)c(N)cc2C(C)(C)C)=C(O)O1,8.11,CHEMBL36448
MURCDOXDAHPNRQ-OWIQAHIBSA-N,CC(C)C[C@H](NC(=O)[C@H](Cc1ccccc1)C[C@H](O)[C@H](Cc1ccccc1)NC(=O)OC(C)(C)C)C(=O)N[C@@H](Cc1ccccc1)C(N)=O,9.38,CHEMBL289195
MUULRSITXOVVFK-WGAQAMEHSA-N,CC(C)(C)NC(=O)[C@@H]1CN(C(C)(C)c2cc3cnccc3o2)CCN1C[C@@H](O)C[C@@H](Cc1ccccc1)C(=O)N[C@H]1c2ccccc2OC[C@H]1O,10.12,CHEMBL312238
MUVGKQKGHIBGIU-JBOQNHBVSA-N,CC(=O)c1cccc(N2C[C@@H](C(=O)N[C@@H](Cc3ccccc3)[C@H](O)CN(CC(C)C)S(=O)(=O)c3ccc(N)cc3)OC2=O)c1,10.49,CHEMBL266947
MVEFGMVKYUWSQO-SKXFTCKDSA-N,CCCC[C@@H]1NC(=O)[C@@H](NC(=O)OC(C)(C)C)CCCCOc2ccc(cc2)C[C@@H]([C@H](O)CN(CCC(C)C)S(=O)(=O)c2ccc(NC(C)=O)cc2)NC1=O,8.12,CHEMBL125538
MVFTUTVQNJDZTB-FIRPJDEBSA-N,CCOC(=O)[C@H]1O[C@@H]1C(=O)N(CC(=O)O)NC(=O)[C@@H](NC(=O)[C@H](CCC(=O)O)NC(=O)OCc1ccccc1)C(C)C,,CHEMBL41203
MVJZVBCJARROQR-MQGJPIDWSA-N,CC(C)(C)NC(=O)[C@@H]1C[C@H](Cl)CN1C(=O)[C@@H](O)[C@H](Cc1ccccc1)NC(=O)c1ccccc1I,7.85,CHEMBL333833
MWAWRNNBGQOTJY-SJTZDSSUSA-N,COC(=O)NC(C(=O)NN(CC(C)C)C[C@H](O)[C@H](Cc1ccccc1)NC(=O)[C@H](CC(N)=O)NC(=O)c1ccc2ccccc2n1)C(C)C,7.64,CHEMBL324630
MWIIDEOQBAQTQT-WRVRXEDSSA-N,N#Cc1cc(CN2C(=O)N(Cc3ccccc3)[C@H](Cc3ccccc3)[C@H](O)[C@H]2CCc2ccccc2)ccc1F,7.48,CHEMBL289934
MWLXVUTUBLGYCG-MDOFDWFASA-N,O=C1N(Cc2cccc(Cn3cccn3)c2)[C@H](Cc2ccccc2)[C@H](O)[C@@H](O)[C@@H](Cc2ccccc2)N1Cc1ccc2[nH]ncc2c1,9.77,CHEMBL312562
MWTLGNMPHNFVEX-OIFRRMEBSA-N,CCC(=O)N[C@@H](CC(=O)OCc1ccccc1)C(=O)N[C@@H](Cc1ccccc1)[C@H](O)Cc1ccccc1C(=O)NC(C)(C)C,7.14,CHEMBL266620
MWULJCADXCDICM-WFZMQKEQSA-N,CCc1nc(CN(C)C(=O)NC(C(=O)N[C@@H](Cc2ccccc2)C[C@H](O)[C@H](Cc2ccccc2)NC(=O)OCc2cncs2)C(C)C)co1,,CHEMBL348592
MWVDAODXAGANDN-WZJLIZBTSA-N,O=C1N(Cc2cccnc2)[C@H](Cc2ccccc2)[C@H](O)[C@@H](O)[C@@H](Cc2ccccc2)N1Cc1cccc(-c2cc[nH]n2)c1,9.77,CHEMBL60370
MXCYPPNQAULBAA-UHFFFAOYSA-N,O=C(O)c1ccccc1CSc1c(O)cc(-c2ccccc2)oc1=O,4.61,CHEMBL14675
MXFDAKCCGMVOPP-NWJWHWDBSA-N,N#CCNC(=O)c1cccc(CN2C(=O)N(Cc3cccc(C(=O)NCC#N)c3)[C@H](Cc3ccccc3)[C@H](O)[C@@H](O)[C@H]2Cc2ccccc2)c1,10.2,CHEMBL86454
MXHFMCYCIQWRPT-UHFFFAOYSA-N,CC(C)(C)C(C1=C(O)OC2CCCCCCC2C1=O)c1cccc(NS(=O)(=O)c2ccc(C#N)cc2)c1,9.7,CHEMBL336746
MXIJGNJMISLFIE-GUTKRWDHSA-N,CC(C)(C)NC(=O)[C@@H]1CN(Cc2ccc(F)cc2F)CCN1C[C@@H](O)C[C@@H](Cc1ccccc1)C(=O)NC1c2ccccc2C[C@H]1O,9.51,CHEMBL326543
MXKSHMATDQKZDB-ZYADHFCISA-N,CC(C)CN(C[C@H](O)[C@H](Cc1ccccc1)NC(=O)[C@@H](NC(=O)OCc1ccccc1)C(C)C)NC(=O)[C@@H](NC(=O)OCc1ccccc1)C(C)C,8.0,CHEMBL317204
MXNDJZKEFYGXNY-BNFGRBGVSA-N,CCNC(=O)[C@@H](NC(=O)c1ccccc1)[C@@H]1N[C@@H](C(=O)NCCNC(=O)[C@@H]2N[C@@H]([C@H](NC(=O)c3ccccc3)C(=O)NCC)SC2(C)C)C(C)(C)S1,6.41,CHEMBL320268
MXNDJZKEFYGXNY-GWXJXUJFSA-N,CCNC(=O)[C@@H](NC(=O)c1ccccc1)[C@@H]1NC(C(=O)NCCNC(=O)[C@@H]2N[C@@H]([C@H](NC(=O)c3ccccc3)C(=O)NCC)SC2(C)C)C(C)(C)S1,6.41,CHEMBL318180
MXQKEJBEBISBEI-SRRKGKDSSA-N,CC(C)(C)NC(=O)[C@@H]1CN(Cc2ccccc2S)CCN1C[C@@H](O)C[C@@H](Cc1ccccc1)C(=O)NC1c2ccccc2C[C@H]1O,9.27,CHEMBL326493
MXSCVBWOLYSQIF-WRPBWQQDSA-N,COc1cncc(COC(=O)NC(C(=O)N[C@@H](Cc2ccccc2)C[C@H](O)[C@H](Cc2ccccc2)NC(=O)OCc2cccnc2)C(C)C)c1,,CHEMBL346214
MXVBXNHSILYOCS-LRHLLKFHSA-N,Cc1ccccc1N1CCN(Cc2cn([C@@H](Cc3ccccc3)[C@H](Cc3ccccc3)NC(=O)OC3CCCC3)nn2)CC1,,CHEMBL428831
MXVFNDCIJZQIJB-FGCOXFRFSA-N,CC(C)CN(C[C@@H](O)[C@H](Cc1ccccc1)NC(=O)[C@@H]1CCNC1)S(=O)(=O)c1ccc(N)cc1,5.21,CHEMBL5423048
MXVFNDCIJZQIJB-NKKJXINNSA-N,CC(C)CN(C[C@@H](O)[C@H](Cc1ccccc1)NC(=O)[C@H]1CCNC1)S(=O)(=O)c1ccc(N)cc1,4.9,CHEMBL5418270
MXYMPZHOVUSJMM-URLMMPGGSA-N,COc1ccc(S(=O)(=O)N(CC(C)C)C[C@@H](O)[C@H](Cc2ccccc2)NC(=O)c2c[nH]c3ccccc23)cc1,4.89,CHEMBL5415656
MXZUOYJAKKUHJB-AJIIGFCHSA-N,O=C(N[C@@H](Cc1ccccc1)[C@H](O)CN(OC1CCCCC1)S(=O)(=O)c1ccc(O)cc1)O[C@H]1CO[C@H]2OCC[C@H]21,11.301029995663981,CHEMBL361082
MYAVIZSWDHVTAO-QBOWUWCZSA-N,CC[C@H](C)[C@H](NC(=O)[C@H](Cc1ccccc1)NC[C@H](O)[C@H](Cc1ccccc1)NC(=O)OC(C)(C)C)C(=O)N[C@@H](Cc1ccccc1)C(=O)OC,9.22,CHEMBL3143731
MYCHAQXKDYLAGD-MDKKUHPCSA-N,COC(=O)N[C@H](C(=O)NN(Cc1ccc(/C=C/c2ccccc2)cc1)C[C@@](O)(Cc1ccccc1)C(=O)N[C@H]1c2ccccc2C[C@H]1O)C(C)(C)C,7.96,CHEMBL206509
MYGBLMSHDDZFGU-LOFFRUMASA-N,COc1ccc(CN[C@@H](C(=O)N[C@H](C(=O)NCCn2ccnc2)C(C)C)[C@H](O)[C@H](Cc2ccccc2)NC(=O)[C@@H](NC(=O)OCc2ccccc2)C(C)C)cc1,-1.4600000000000595,CHEMBL144083
MYIAPDIIGNMZFH-UHFFFAOYSA-N,Cc1cc(SC2=C(O)OC(CCc3ccccn3)(C(C)C)CC2=O)c(C(C)(C)C)cc1CO,8.92,CHEMBL75118
MYJGXUUIJCQYTH-OLNQLETPSA-N,COC(=O)NCCCCCC(C)(C)CN(C[C@@H](O)[C@H](Cc1ccccc1)NC(=O)O[C@H]1CO[C@H]2OCC[C@H]21)S(=O)(=O)c1ccc2c(c1)OCO2,12.920818753952375,CHEMBL171947
MYLLPVQBFSVEGA-SVWONBGESA-N,COC(=O)[C@@H](NC(=O)[C@H](CC(C)C)NC(=O)[C@@H](NC(=O)CCCOc1ccc2ccc(OCCCC(=O)N[C@@H](Cc3ccc(O)cc3)C(=O)N[C@@H](CCC(=O)OC(C)(C)C)C(=O)N[C@@H](CC(C)C)C(N)=O)nc2c1)C(C)C)C(C)C,6.39,CHEMBL376190
MYLPKRNDNXIKCB-PASMDFPHSA-N,O=C(Nc1ccccn1)c1cccc(CN2C(=O)N(Cc3ccc4[nH]ncc4c3)[C@H](Cc3ccccc3)[C@H](O)[C@@H](O)[C@H]2Cc2ccccc2)c1,10.29,CHEMBL82363
MYTKTLWEZUKQFU-NGNWPCMQSA-N,CC(C)C(NC(=O)OCc1ccccc1)C(=O)N[C@@H](Cc1ccccc1)[C@@H](C(=O)O)[C@H](O)[C@H](Cc1ccccc1)NC(=O)[C@@H](NC(=O)OCc1ccccc1)C(C)C,6.37,CHEMBL95448
MYUBPZWAEVYXRT-GVXSCFBNSA-N,CC(C)CN(C[C@@H](O)[C@H](Cc1ccccc1)NC(=O)[C@H]1CCCNC1)S(=O)(=O)c1ccc(C(F)(F)F)cc1,7.36,CHEMBL4859317
MYUBPZWAEVYXRT-IEZKXTBUSA-N,CC(C)CN(C[C@@H](O)[C@H](Cc1ccccc1)NC(=O)[C@@H]1CCCNC1)S(=O)(=O)c1ccc(C(F)(F)F)cc1,10.0,CHEMBL4852688
MYUPPLLYMBAZIG-BLGMLHPASA-N,Cc1ccc(C(=O)N(C)Cc2ccccn2)cc1C(=O)N[C@@H](Cc1ccccc1)[C@H](O)CN1C[C@H]2CCCC[C@H]2C[C@H]1C(=O)NC(C)(C)C,8.07,CHEMBL163243
MYZUTXFUCSGVDT-YBCNDPBVSA-N,NC(=O)c1cccc(C[C@H]2C[C@H](Cc3ccccc3)N(C[C@@H](O)C[C@@H](Cc3ccccc3)C(=O)NC3c4ccccc4C[C@H]3O)C2=O)c1,10.0,CHEMBL187307
MZACSVPOKSOSQP-MHIUNMELSA-N,COC(=O)CCCC[C@@H]1SCC2C1N(Cc1cccc(Br)c1)C(=O)N2Cc1cccc(Br)c1,6.24,CHEMBL281473
MZBJXKMJVLOTIB-UHFFFAOYSA-N,CCC(c1cccc(NS(=O)(=O)c2ccc(C#N)cc2)c1)c1c(O)c2c(oc1=O)CCCCC2,10.74,CHEMBL132739
MZJFSOKHVVULFM-IHIHPJAWSA-N,Nc1cccc(CN2C(=O)N(Cc3cccc(C(=O)Nc4cnccn4)c3)[C@H](Cc3ccccc3)[C@H](O)[C@@H](O)[C@H]2Cc2ccccc2)c1,10.8,CHEMBL133291
MZOKIDDUQFRSGR-UHFFFAOYSA-N,O=c1oc2ccccc2c(O)c1CCOCc1ccccc1,5.4,CHEMBL90188
MZSDMXITFPLOAJ-USLKPVCOSA-N,CC[C@H](C)[C@H](NC(=O)[C@H](Cc1ccccc1)NC[C@H](O)[C@@H]1Cc2ccc(cc2)OCCCC(=O)N[C@@H](CC(N)=O)C(=O)N1)C(=O)N[C@H](C(N)=O)C(C)C,7.92,CHEMBL3143686
MZSDTEPJXAYEFU-NDEPHWFRSA-N,Cc1ccc(S(=O)(=O)N(CC(C)C)[C@@H](CCCCNC(=O)OC2c3ccccc3-c3ccccc32)C(=O)NO)cc1,6.61,CHEMBL360505
MZVNVMKLXKHEPG-UHFFFAOYSA-N,CCCC(c1cccc(NS(=O)(=O)c2cccnc2)c1)c1c(O)c2c(oc1=O)CCCCCC2,8.66,CHEMBL16238
MZVWLCPMLIUIFU-GHRIWEEISA-N,Cc1cccc(/C=C2/N=C(SC3CCCCC3)NC(=O)C2(C)C)c1,,CHEMBL320303
NAEUPXNMYRYGMX-POYBYMJQSA-N,O=c1ccn([C@H]2C=C(F)[C@H](CO)O2)c(=O)[nH]1,4.0,CHEMBL2367893
NAEUPXNMYRYGMX-XPUUQOCRSA-N,O=c1nc(O)ccn1[C@@H]1C=C(F)[C@H](CO)O1,4.0,CHEMBL470502
NAFWCKJKWJNABK-PASMDFPHSA-N,COc1cccc(N2C(=O)N(Cc3cccc(C(=O)Nc4ccc(C)cn4)c3)[C@H](Cc3ccccc3)[C@H](O)[C@@H](O)[C@H]2Cc2ccccc2)c1,10.16,CHEMBL438727
NAOCCBFYHQWJQL-DYFQPDDQSA-N,CC(C)[C@H](NC(=O)OCc1ccccn1)C(=O)NC[C@@H]1O[C@@H]1[C@H](Cc1ccccc1)NC(=O)[C@H](NC(=O)OCc1ccccn1)C(C)C,7.96,CHEMBL300705
NASQVRVEBVOVLH-OIPMRRPOSA-N,CC1CCCCCCCCCCOC(=O)N(CC(O)C(Cc2ccccc2)NC(=O)O[C@H]2CO[C@H]3OCC[C@H]32)C1,8.21,CHEMBL292373
NATTYDXGJMUAEY-QZFRTWIZSA-N,Cc1cccc(C)c1OCC(=O)N[C@@H](Cc1ccccc1)[C@H](OC(=O)CCC(=O)O)C(=O)N1CSC(C)(C)[C@H]1C(=O)NC(C)(C)C,,CHEMBL20778
NAVUENWUQYYRDV-UHFFFAOYSA-N,O=c1c2c(oc(O)c1C(c1cccc(NS(=O)(=O)c3ccc(Cl)c(Cl)c3)c1)C1CC1)CCCCCC2,8.39,CHEMBL430323
NBGSECDAEROIQJ-RDARKOCRSA-N,CC(C)(C)OC(=O)N[C@@H](Cc1ccc(OCCN2CCOCC2)cc1)[C@@H](O)C[C@@H](Cc1ccccc1)C(=O)NC1c2ccccc2C[C@H]1O,9.26,CHEMBL45457
NBGTVKUIAHMTEZ-UHFFFAOYSA-N,O=C(O)c1ccc(COCC(OCc2ccccc2)C(O)C(O)C(COCc2ccc(C(=O)O)cc2)OCc2ccccc2)cc1,5.3,CHEMBL120705
NBPXCYKNOJWAMV-HVNZXBJASA-N,CCC[C@]1(CCc2ccccc2)CC(=O)C([C@@H](CC)c2cccc(NS(=O)(=O)c3ccc(C#N)cn3)c2)=C(O)O1,9.92,CHEMBL2111770
NBPXCYKNOJWAMV-MXBOTTGLSA-N,CCC[C@@]1(CCc2ccccc2)CC(=O)C([C@H](CC)c2cccc(NS(=O)(=O)c3ccc(C#N)cn3)c2)=C(O)O1,11.154901959985743,CHEMBL2112565
NBPXCYKNOJWAMV-NEEKEDPPSA-N,CCC[C@]1(CCc2ccccc2)CC(=O)C([C@H](CC)c2cccc(NS(=O)(=O)c3ccc(C#N)cn3)c2)=C(O)O1,10.4,CHEMBL2092977
NBPXCYKNOJWAMV-SUYBVONHSA-N,CCC[C@@]1(CCc2ccccc2)CC(=O)C([C@@H](CC)c2cccc(NS(=O)(=O)c3ccc(C#N)cn3)c2)=C(O)O1,10.4,CHEMBL2111769
NBPXCYKNOJWAMV-UHFFFAOYSA-N,CCCC1(CCc2ccccc2)CC(=O)C(C(CC)c2cccc(NS(=O)(=O)c3ccc(C#N)cn3)c2)=C(O)O1,10.0,CHEMBL21405
NBPYLGJTQOTUAU-XNMWZIBQSA-N,COC(=O)c1cccc(CN2C(=O)N(Cc3cccc(C(=O)OC)c3)[C@H](Cc3ccccc3)[C@@H]3OC(C)(C)OC3[C@H]2Cc2ccccc2)c1,,CHEMBL335303
NBQYBSPBXGGPQZ-WZJLIZBTSA-N,Cc1cccc(C[C@@H]2[C@H](O)[C@@H](O)[C@@H](Cc3cccc(C)c3)N(Cc3ccc4[nH]nc(N)c4c3)C(=O)N2Cc2ccccc2)c1,10.21,CHEMBL348543
NBQYMXISJVPDAX-UHFFFAOYSA-N,CC1(C)CC2(CC(C)(C)c3ccc(O)c(NC(N)=O)c32)c2cc(O)c(NC(N)=O)cc21,3.4559319556497243,CHEMBL62411
NBTQOOJUNCNMQJ-GUFHCOKKSA-N,CC(C)(C)NC(=O)[C@@H]1CN(Cc2ccccc2)CCN1C[C@@H](O)C[C@@H](Cc1ccccc1)C(=O)NC1c2ccccc2C[C@H]1O,9.52,CHEMBL324084
NCADWTKSQWEMEA-LNNQXIIWSA-N,N#CCOc1cccc(C[C@H]2C[C@H](Cc3ccccc3)N(C[C@@H](O)C[C@@H](Cc3ccccc3)C(=O)NC3c4ccccc4C[C@H]3O)C2=O)c1,10.1,CHEMBL363227
NCBPMRLLQNPAHI-UHFFFAOYSA-N,Cc1cc(SC2=C(O)OC(CCc3ccc(N)cc3)(C(C)C)CC2=O)c(C(C)(C)C)cc1N,8.12,CHEMBL38269
NCDNCNXCDXHOMX-BWGGSIGWSA-N,CC(C)c1nc(CN(C)C(=O)NC(C(=O)N[C@@H](Cc2ccccc2)C[C@H](O)[C@H](Cc2ccccc2)NC(=O)OCc2cncs2)C(C)C)cs1,,CHEMBL160871
